Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
2,5,Moving,Around Mound,Adult,{6;7},{3;8;6;7},[-44269.29298129678;63031.97078369558;-423.8938765224302]
2,6,None,Around Mound,Pup,{5;7},{3;8;5;7},[-44171.621204301715;63047.402336690575;-507.03770691581303]
2,7,None,Around Mound,Pup,{3;8;5;6},{3;8;5;6},[-45407.67844951153;62815.91391259432;-2137.3905465342104]
2,8,None,Around Mound,Pup,{3;7},{3;5;6;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
3,6,None,Around Mound,Pup,{5;4;7},{3;8;5;7;4},[-44168.92232495546;63047.26749382913;-590.3655520284083]
3,0,Dig burrow,Sand Area,Adult,{},{},[-44222.283665418625;64086.056206703186;21770.915684103966]
3,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27155.094889119267;58250.48916602135;-20031.778882548213]
3,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17340.15759202838;64969.17311843857;-32750.23018218018]
3,3,Interact with pup,Around Mound,Adult,{8;7},{8;5;6;7;4},[-48226.56988367438;62380.57462152839;-3825.9260550141335]
3,4,Interact with pup,Around Mound,Adult,{8;5;6;7},{3;8;5;6;7},[-44864.669646941125;62887.58137974143;-1197.0536802667193]
3,5,Moving,Around Mound,Adult,{8;6;4;7},{3;8;6;7;4},[-44249.447267085314;63012.08971917629;-3354.068034339696]
3,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;4},[-45407.67844951153;62815.91391259432;-2137.3905465342104]
3,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
4,6,None,Around Mound,Pup,{4;7},{3;8;5;7;4},[-44168.92232495546;63047.26749382913;-590.3655520284083]
4,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-44637.974670410156;63908.53917443752;21105.26691943407]
4,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27155.094889119267;58250.48916602135;-20031.778882548213]
4,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17340.15759202838;64969.17311843857;-32750.23018218018]
4,3,Moving,Around Mound,Adult,{8;5;7},{8;5;6;7;4},[-48226.56988367438;62380.57462152839;-3825.9260550141335]
4,4,Interact with pup,Around Mound,Adult,{8;5;6;7},{3;8;5;6;7},[-44702.654912650585;62937.55364891887;-938.825008907821]
4,5,Interact with pup,Around Mound,Adult,{3;8;4;7},{3;8;6;7;4},[-45560.50680511445;62836.910724915564;-4575.993719165213]
4,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;4},[-45208.81757515669;62833.6129129529;-2128.9580479916185]
4,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
5,6,None,Around Mound,Pup,{3;4;7},{3;8;5;7;4},[-44168.92232495546;63047.26749382913;-590.3655520284083]
5,9,Moving,Left Sticks Area,Adult,{},{},[-50746.95233389735;56297.08792629093;-16077.050222091377]
5,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-44813.174161836505;63856.03012275696;21098.378457617015]
5,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27155.094889119267;58250.48916602135;-20031.778882548213]
5,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17340.15759202838;64969.17311843857;-32750.23018218018]
5,3,Moving,Around Mound,Adult,{8;5;6;7;4},{8;5;6;7;4},[-46742.78335995972;62605.63175855577;-1923.7529113995843]
5,4,Interact with pup,Around Mound,Adult,{3;8;5;6;7},{3;8;5;6;7},[-44514.34503623471;62978.56590558961;-1102.2529817431932]
5,5,Moving,Around Mound,Adult,{3;8;4;7},{3;8;6;7;4},[-46503.80991746485;62666.125238809735;-4189.11245864816]
5,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;4},[-45208.91325203329;62837.35232464224;-2212.137212725589]
5,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
6,6,None,Around Mound,Pup,{4;7},{3;8;5;7;4},[-43617.9866771996;63162.56356161833;-741.5945867409464]
6,0,Dig burrow,Sand Area,Adult,{},{},[-44140.27359044552;64072.022193312645;21309.020796895027]
6,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27155.094889119267;58250.48916602135;-20031.778882548213]
6,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17340.15759202838;64969.17311843857;-32750.23018218018]
6,3,Interact with pup,Around Mound,Adult,{8;5;4;7},{8;5;6;7;4},[-47760.99363157153;62481.4412008822;-944.9237268127035]
6,4,Low sitting/standing (stationary),Around Mound,Adult,{3;8;5;6;7},{3;8;5;6;7},[-44408.436922356486;62992.327135801315;-1351.9734139940701]
6,5,Moving,Around Mound,Adult,{3;8;4;7},{3;8;6;7;4},[-47398.84202474356;62531.884446918964;-2958.411144554615]
6,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;4},[-45208.91325203329;62837.35232464224;-2212.137212725589]
6,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
7,6,None,Around Mound,Pup,{4;7},{3;8;5;7;4},[-42978.67229884863;63295.2350191772;-889.8287568194792]
7,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27152.47479339689;58251.93975779414;-19955.30665703863]
7,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17251.058400062844;64968.2110712938;-32740.60796522908]
7,3,Low sitting/standing (stationary),Around Mound,Adult,{8;5;4;7},{8;5;6;7;4},[-47974.57867604494;62474.30370518565;-868.3492031602655]
7,4,Low sitting/standing (stationary),Around Mound,Adult,{3;8;5;6;7},{3;8;5;6;7},[-44408.436922356486;62992.327135801315;-1351.9734139940701]
7,5,Moving,Around Mound,Adult,{3;8;4;7},{3;8;6;7;4},[-46510.55153764784;62656.085725449026;-3685.34746948909]
7,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;4},[-45208.91325203329;62837.35232464224;-2212.137212725589]
7,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
8,6,None,Around Mound,Pup,{4;7},{3;8;5;7;4},[-42978.67229884863;63295.2350191772;-889.8287568194792]
8,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27152.47479339689;58251.93975779414;-19955.30665703863]
8,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17251.058400062844;64968.2110712938;-32740.60796522908]
8,3,Low sitting/standing (stationary),Around Mound,Adult,{8;4;7},{8;5;6;7;4},[-47974.57867604494;62474.30370518565;-868.3492031602655]
8,4,Low sitting/standing (stationary),Around Mound,Adult,{3;8;5;6;7},{3;8;5;6;7},[-44319.97174680233;63010.94881632924;-1349.0959229636937]
8,5,Interact with pup,Around Mound,Adult,{8;4;7},{3;8;6;7;4},[-45941.98107203096;62779.850119017065;-4590.756784382276]
8,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;4},[-45208.91325203329;62837.35232464224;-2212.137212725589]
8,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
9,6,None,Around Mound,Pup,{4;7},{3;8;5;7;4},[-43066.99356982112;63272.361520037055;-893.4875491522253]
9,10,Moving,Around Mound,Adult,{},{},[-40915.186083197594;60993.67113113403;-12899.997037798166]
9,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27083.28566758707;58281.775092214346;-19957.14735295996]
9,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.561954515055;64961.98275471851;-32728.32927251421]
9,3,Low sitting/standing (stationary),Around Mound,Adult,{8;5;4;7},{8;5;6;7;4},[-47974.57867604494;62474.30370518565;-868.3492031602655]
9,4,Low sitting/standing (stationary),Around Mound,Adult,{3;8;5;6;7},{3;8;5;6;7},[-44319.97174680233;63010.94881632924;-1349.0959229636937]
9,5,Interact with pup,Around Mound,Adult,{3;8;4;7},{3;8;6;7;4},[-45943.51945400238;62771.58188247681;-4255.802968919277]
9,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;4},[-45208.91325203329;62837.35232464224;-2212.137212725589]
9,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
10,6,None,Around Mound,Pup,{4;7},{3;8;5;7;4},[-43066.99356982112;63272.361520037055;-893.4875491522253]
10,10,Moving,Around Mound,Adult,{},{8;5;7},[-46386.113453000784;62577.68459825218;-9152.677894614637]
10,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27083.28566758707;58281.775092214346;-19957.14735295996]
10,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.561954515055;64961.98275471851;-32728.32927251421]
10,3,Low sitting/standing (stationary),Around Mound,Adult,{8;5;4;7},{8;5;6;7;4},[-47974.57867604494;62474.30370518565;-868.3492031602655]
10,4,Allogroom,Around Mound,Adult,{3;8;5;6;7},{3;8;5;6;7},[-44319.97174680233;63010.94881632924;-1349.0959229636937]
10,5,Interact with pup,Around Mound,Adult,{3;8;4;7},{3;8;6;10;7;4},[-45944.79427628964;62757.13001061231;-3833.84882829478]
10,7,None,Around Mound,Pup,{3;8;5;6;4},{3;8;5;6;10;4},[-45018.221998386085;62866.63923442364;-2206.434583252296]
10,8,None,Around Mound,Pup,{3;5;4;7},{3;5;6;10;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
11,6,None,Around Mound,Pup,{4;7},{3;8;10;7;4},[-43066.99356982112;63272.361520037055;-893.4875491522253]
11,10,Moving,Around Mound,Adult,{3;8},{3;8;6;7;4},[-49376.05488557741;62194.86299208924;-4205.5649760724045]
11,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27083.28566758707;58281.775092214346;-19957.14735295996]
11,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.561954515055;64961.98275471851;-32728.32927251421]
11,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;4;7},{8;6;10;7;4},[-47974.57867604494;62474.30370518565;-868.3492031602655]
11,4,Low sitting/standing (stationary),Around Mound,Adult,{3;8;6;7},{3;8;6;10;7},[-44319.97174680233;63010.94881632924;-1349.0959229636937]
11,7,None,Around Mound,Pup,{3;8;6;4},{3;8;6;10;4},[-45018.221998386085;62866.63923442364;-2206.434583252296]
11,8,None,Around Mound,Pup,{3;10;4;7},{3;6;10;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
12,6,None,Around Mound,Pup,{7},{3;10;8;7},[-43066.99356982112;63272.361520037055;-893.4875491522253]
12,10,Moving,Sand Area,Adult,{3;8},{3;8;6;7},[-50402.64571031928;62009.11454731226;-1616.6774965161458]
12,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27080.043951779604;58281.005998045206;-19876.826093271375]
12,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.561954515055;64961.98275471851;-32728.32927251421]
12,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;7},{10;6;8;7},[-47974.57867604494;62474.30370518565;-868.3492031602655]
12,7,None,Around Mound,Pup,{3;8;6},{3;10;6;8},[-45018.221998386085;62866.63923442364;-2206.434583252296]
12,8,None,Around Mound,Pup,{3;10;7},{3;10;6;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
13,6,None,Around Mound,Pup,{7},{10;8;7},[-43066.99356982112;63272.361520037055;-893.4875491522253]
13,10,Interact with pup,Around Mound,Adult,{7},{8;6;7},[-47225.77123931795;62540.726004607975;418.15491809352534]
13,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27080.043951779604;58281.005998045206;-19876.826093271375]
13,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
13,7,None,Around Mound,Pup,{10;6;8},{10;6;8},[-45018.221998386085;62866.63923442364;-2206.434583252296]
13,8,None,Around Mound,Pup,{7},{10;6;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
14,6,None,Around Mound,Pup,{10;7},{10;8;7},[-43066.99356982112;63272.361520037055;-893.4875491522253]
14,10,Low sitting/standing (stationary),Around Mound,Adult,{6;7},{8;6;7},[-46645.25311090797;62641.604111634195;95.70749589912884]
14,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27080.043951779604;58281.005998045206;-19876.826093271375]
14,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
14,7,None,Around Mound,Pup,{10;6;8},{10;6;8},[-45018.221998386085;62866.63923442364;-2206.434583252296]
14,8,None,Around Mound,Pup,{7},{10;6;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
15,6,None,Around Mound,Pup,{7},{10;8;7},[-43066.99356982112;63272.361520037055;-893.4875491522253]
15,10,Low sitting/standing (stationary),Around Mound,Adult,{7},{8;6;7},[-47433.951923627406;62522.56304845214;579.4848890457943]
15,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27008.49713981524;58310.48354215175;-19878.495609428734]
15,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
15,7,None,Around Mound,Pup,{10;6;8},{10;6;8},[-44927.112358637154;62885.16424088925;-2290.0067965229973]
15,8,None,Around Mound,Pup,{7},{10;6;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
16,6,None,Around Mound,Pup,{10;7},{10;5;8;7},[-43066.99356982112;63272.361520037055;-893.4875491522253]
16,10,Interact with pup,Around Mound,Adult,{6;7},{8;5;6;7},[-45377.70488071442;62916.115691795945;383.80415829306]
16,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27008.49713981524;58310.48354215175;-19878.495609428734]
16,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
16,5,Low sitting/standing (stationary),Around Mound,Adult,{8;7},{10;6;8;7},[-45943.51945400238;62771.58188247681;-4255.802968919277]
16,7,None,Around Mound,Pup,{10;5;6;8},{10;5;6;8},[-44830.8737468794;62900.49691464007;-2286.6379646756686]
16,8,None,Around Mound,Pup,{5;7},{10;5;6;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
17,6,None,Around Mound,Pup,{10;7},{3;8;5;10;7},[-43155.6566644609;63250.375773116946;-896.4668008200824]
17,10,Interact with pup,Around Mound,Adult,{3;6;7},{3;8;5;6;7},[-45102.84747675061;62954.78645285219;643.5491297945846]
17,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27008.49713981524;58310.48354215175;-19878.495609428734]
17,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
17,3,Low sitting/standing (stationary),Around Mound,Adult,{10;5;8;7},{8;5;6;10;7},[-47765.806397497654;62484.23710395396;-861.4256921082269]
17,5,Low sitting/standing (stationary),Around Mound,Adult,{3;8;7},{3;8;6;10;7},[-46039.81607044861;62752.975983362645;-4171.889209939167]
17,7,None,Around Mound,Pup,{3;8;5;6;10},{3;8;5;6;10},[-44830.8737468794;62900.49691464007;-2286.6379646756686]
17,8,None,Around Mound,Pup,{3;5;7},{3;5;6;10;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
18,6,None,Around Mound,Pup,{10;7},{3;8;5;10;7},[-43155.6566644609;63250.375773116946;-896.4668008200824]
18,10,Interact with pup,Around Mound,Adult,{3;6;7},{3;8;5;6;7},[-45202.71560782194;62940.55141842365;723.4445794541389]
18,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27008.49713981524;58310.48354215175;-19878.495609428734]
18,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
18,3,Low sitting/standing (stationary),Around Mound,Adult,{10;5;8;7},{8;5;6;10;7},[-48156.22699919343;62442.35367749259;-1040.5198067378951]
18,5,Low sitting/standing (stationary),Around Mound,Adult,{3;8;7},{3;8;6;10;7},[-46039.66923891753;62749.243157200515;-4088.7020247094333]
18,7,None,Around Mound,Pup,{3;8;5;6;10},{3;8;5;6;10},[-44830.8737468794;62900.49691464007;-2286.6379646756686]
18,8,None,Around Mound,Pup,{3;5;7},{3;5;6;10;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
19,6,None,Around Mound,Pup,{10;4;7},{3;8;5;10;7;4},[-43155.6566644609;63250.375773116946;-896.4668008200824]
19,10,Interact with pup,Around Mound,Adult,{3;6;4;7},{3;8;5;6;7;4},[-45412.394314177334;62921.90607942641;970.2237167049898]
19,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27152.47479339689;58251.93975779414;-19955.30665703863]
19,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
19,3,Low sitting/standing (stationary),Around Mound,Adult,{10;5;8;7},{8;5;6;10;7;4},[-47765.806397497654;62484.23710395396;-861.4256921082269]
19,4,Interact with pup,Around Mound,Adult,{10;5;6;7},{3;8;5;6;10;7},[-43751.53539091349;63103.91592991352;-1581.0261619091034]
19,5,Low sitting/standing (stationary),Around Mound,Adult,{3;8;4;7},{3;8;6;10;7;4},[-46039.833639740944;62759.62874676287;-4258.3513856949285]
19,7,None,Around Mound,Pup,{3;8;5;6;10;4},{3;8;5;6;10;4},[-44830.8737468794;62900.49691464007;-2286.6379646756686]
19,8,None,Around Mound,Pup,{3;5;7},{3;5;6;10;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
20,6,None,Around Mound,Pup,{10;4;7},{3;8;5;10;7;4},[-43155.6566644609;63250.375773116946;-896.4668008200824]
20,10,Interact with pup,Around Mound,Adult,{3;6;4;7},{3;8;5;6;7;4},[-45402.91332939267;62913.07918052375;888.5726788302418]
20,11,Moving,Around Mound,Adult,{},{},[-41508.63332660496;61148.06686076522;-12558.678204271942]
20,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27227.671664357185;58223.12492066622;-20029.69501310587]
20,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
20,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;4;7},{8;5;6;10;7;4},[-47466.442898552865;62504.636554230005;-684.1540041553671]
20,4,Low sitting/standing (stationary),Around Mound,Adult,{3;5;6;10;7},{3;8;5;6;10;7},[-43741.83308983967;63102.03357760608;-1748.0713598181028]
20,5,Low sitting/standing (stationary),Around Mound,Adult,{8;4;7},{3;8;6;10;7;4},[-45944.296964176;62779.339932549745;-4505.34508909937]
20,7,None,Around Mound,Pup,{3;8;5;6;10;4},{3;8;5;6;10;4},[-44830.8737468794;62900.49691464007;-2286.6379646756686]
20,8,None,Around Mound,Pup,{3;5;7},{3;5;6;10;7;4},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
21,6,None,Around Mound,Pup,{10;7},{3;8;5;10;7},[-43155.6566644609;63250.375773116946;-896.4668008200824]
21,10,Interact with pup,Around Mound,Adult,{3;6;7},{3;8;5;6;7},[-45402.91332939267;62913.07918052375;888.5726788302418]
21,11,Moving,Around Mound,Adult,{},{8;5;7},[-47470.56067895889;62311.87165430188;-9105.780598707497]
21,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27300.742478847504;58204.02802491188;-19955.637185931206]
21,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
21,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;7},{8;5;6;10;7},[-47466.442898552865;62504.636554230005;-684.1540041553671]
21,5,Low sitting/standing (stationary),Around Mound,Adult,{8;7},{3;8;6;10;7;11},[-45941.64949604869;62779.11939585209;-4671.375042099506]
21,7,None,Around Mound,Pup,{3;8;5;6;10},{3;8;5;6;10;11},[-44739.35541336611;62918.61483685672;-2281.5030258288607]
21,8,None,Around Mound,Pup,{3;5;7},{3;5;6;10;7;11},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
22,6,None,Around Mound,Pup,{10;7},{3;8;5;10;7},[-43155.6566644609;63250.375773116946;-896.4668008200824]
22,10,Low sitting/standing (stationary),Around Mound,Adult,{3;6;7},{3;8;5;6;7},[-45695.42804706097;62875.74882245064;964.124917619396]
22,11,Moving,Around Mound,Adult,{8;5},{3;8;5;7},[-50416.892790831625;61901.40586276725;-6101.168715214357]
22,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
22,3,Interact with pup,Around Mound,Adult,{10;5;8;7},{8;5;6;10;7;11},[-47172.15474867821;62535.590316295624;-591.6039237454534]
22,5,Moving,Around Mound,Adult,{3;8;11;7},{3;8;6;10;7;11},[-47241.28344810009;62513.08044528961;-4298.231610074639]
22,7,None,Around Mound,Pup,{3;8;5;6;10},{3;8;5;6;10;11},[-44651.28577399254;62938.95974492282;-2278.9670810734387]
22,8,None,Around Mound,Pup,{3;5;11;7},{3;5;6;10;7;11},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
23,6,None,Around Mound,Pup,{3;10;7},{3;8;10;7;11},[-43155.6566644609;63250.375773116946;-896.4668008200824]
23,10,Low sitting/standing (stationary),Around Mound,Adult,{3;6;7},{3;8;6;7;11},[-45402.91332939267;62913.07918052375;888.5726788302418]
23,11,Moving,Around Mound,Adult,{8;5;7},{3;8;5;6;10;7},[-46324.25337180495;62724.65645596385;-4689.679379988462]
23,1,Moving,Mound,Adult,{},{},[-38907.13388667256;60725.04962498695;-13924.822008941323]
23,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
23,3,Interact with pup,Around Mound,Adult,{10;6;8;7},{8;5;6;10;7;11},[-46981.16424141079;62562.14742234722;-502.36991603369825]
23,5,Moving,Around Mound,Adult,{8;11},{3;8;11;7},[-49864.411949157715;62028.92143857479;-5910.484443962574]
23,7,None,Around Mound,Pup,{3;8;6;10;11},{3;8;5;6;10;11},[-44651.28577399254;62938.95974492282;-2278.9670810734387]
23,8,None,Around Mound,Pup,{3;5;11;7},{3;5;6;10;7;11},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
24,6,None,Around Mound,Pup,{10;7},{3;10;8;7},[-43155.6566644609;63250.375773116946;-896.4668008200824]
24,10,Low sitting/standing (stationary),Around Mound,Adult,{3;6;7},{3;8;6;7},[-45402.91332939267;62913.07918052375;888.5726788302418]
24,1,Moving,Around Mound,Adult,{},{},[-40819.18668603897;60690.14538860321;-13169.401935338974]
24,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
24,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;7},{8;5;6;10;7},[-47267.20380795002;62518.58685529232;-594.885649625212]
24,5,Moving,Around Mound,Adult,{},{3;8;7},[-49599.59474942833;61994.67872586846;-8102.182010903023]
24,7,None,Around Mound,Pup,{3;10;6;8},{3;8;5;6;10},[-44651.28577399254;62938.95974492282;-2278.9670810734387]
24,8,None,Around Mound,Pup,{3;7},{3;5;6;10;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
25,6,None,Around Mound,Pup,{10;7},{3;10;8;7},[-43155.6566644609;63250.375773116946;-896.4668008200824]
25,10,Low sitting/standing (stationary),Around Mound,Adult,{3;6;7},{3;8;6;7},[-45402.91332939267;62913.07918052375;888.5726788302418]
25,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
25,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;7},{10;6;8;7},[-47172.15474867821;62535.590316295624;-591.6039237454534]
25,5,Foraging,Around Mound,Adult,{},{8},[-48426.780177250504;61596.13805215061;-9936.960302837193]
25,7,None,Around Mound,Pup,{3;10;6;8},{3;10;6;8},[-44649.67561109364;62942.67265898734;-2362.1967448741198]
25,8,None,Around Mound,Pup,{3;7},{3;5;6;10;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
26,6,None,Around Mound,Pup,{10;7},{3;10;8;7},[-43155.6566644609;63250.375773116946;-896.4668008200824]
26,10,Low sitting/standing (stationary),Around Mound,Adult,{3;6;7},{3;8;6;7},[-45412.394314177334;62921.90607942641;970.2237167049898]
26,12,Moving,Mound,Adult,{},{},[-39179.27291670069;60858.80580607429;-13722.889752649702]
26,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17160.192961258814;64972.566303346306;-32638.049467096105]
26,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;7},{10;6;8;7},[-47172.15474867821;62535.590316295624;-591.6039237454534]
26,5,Foraging,Around Mound,Adult,{},{8},[-48277.53444313258;61679.80375691503;-9855.539316233248]
26,7,None,Around Mound,Pup,{3;10;6;8},{3;10;6;8},[-44649.67561109364;62942.67265898734;-2362.1967448741198]
26,8,None,Around Mound,Pup,{3;7},{3;5;6;10;7},[-47250.669505894184;62513.54383276403;-3962.0728228148073]
27,6,None,Around Mound,Pup,{3;10;7},{3;10;8;7},[-43159.96438276768;63252.71742683649;-809.8031896259636]
