Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
14,5,Foraging,Foraging,Adult,{2},{1;4;2},[7103.371014028788;43247.55636739731;-15849.693535089493]
14,6,High sitting/standing (Vigilant),Background,Adult,{},{},[38069.06094652414;38341.3133148253;-21724.005668371916]
15,1,Moving,Foraging,Adult,{4},{3;5;4;2},[12017.903090372682;43660.52230718359;-16798.308664113283]
15,2,Moving,Foraging,Adult,{5},{5;1},[5574.397744610906;42529.23553752899;-17032.7314388752]
15,3,High sitting/standing (Vigilant),Foraging,Adult,{4},{1;4},[16095.295309305191;43750.850897789;-17443.944036841393]
15,4,Foraging,Foraging,Adult,{3;1},{3;1;5},[13678.573195517063;43332.69416475296;-17751.93396806717]
15,5,Foraging,Foraging,Adult,{2},{1;4;2},[7126.263659358025;43276.07649564743;-15690.930139303207]
15,6,High sitting/standing (Vigilant),Background,Adult,{},{},[38119.41597973928;38313.67064648494;-21789.901038832963]
16,1,Moving,Foraging,Adult,{3;4},{3;4;2},[12888.240502148867;43873.789398789406;-16901.506226360798]
16,2,Low sitting/standing (stationary),Foraging,Adult,{},{1},[5251.694391177967;42575.0517745167;-17057.883917227387]
16,3,High sitting/standing (Vigilant),Foraging,Adult,{1;4},{1;4},[16012.845147870481;43823.688831835985;-17331.141661569476]
16,4,Foraging,Foraging,Adult,{3;1},{3;1},[14279.447230793536;43381.210419908166;-17760.220328964293]
16,6,High sitting/standing (Vigilant),Background,Adult,{},{},[38076.56315109879;38269.16203093529;-21888.455836925656]
17,0,Foraging,Foraging,Adult,{3;1;4},{3;1;4;2},[12625.48991265893;42884.272005524486;-18948.348184024915]
17,1,Foraging,Foraging,Adult,{0;3;4},{0;3;4},[13371.01953022182;44153.03426748514;-16422.747090533376]
17,2,Low sitting/standing (stationary),Foraging,Adult,{},{0},[5314.037713903934;42575.114447146654;-17008.919335633516]
17,3,Moving,Foraging,Adult,{0;1;4},{0;1;4},[15368.040950547904;43799.47777110338;-17084.153808556497]
17,4,Foraging,Foraging,Adult,{0;1;3},{0;1;3},[14360.299022778869;43320.05826818943;-17933.013103842735]
17,6,Low sitting/standing (stationary),Background,Adult,{},{},[38076.56315109879;38269.16203093529;-21888.455836925656]
18,0,Low sitting/standing (stationary),Foraging,Adult,{3;1;4;2},{3;1;4;2},[11709.336147904396;43133.542771816254;-18517.57803750038]
18,1,Foraging,Foraging,Adult,{0;3;4},{0;3;4;2},[13386.908050119877;44168.17645537853;-16311.057492792606]
18,2,Moving,Foraging,Adult,{0},{0;1;3;4},[8496.148407161236;42552.742109298706;-18623.053891658783]
18,3,Foraging,Foraging,Adult,{0;1;4},{0;1;4;2},[15334.82388292253;43741.96713787317;-17239.04426202178]
18,4,Foraging,Foraging,Adult,{0;1;3},{0;1;3;2},[14606.890013232827;43368.369799017906;-17997.154572725296]
18,6,Low sitting/standing (stationary),Background,Adult,{},{},[37929.4855479002;38274.31716275215;-21852.496957063675]
19,0,Moving,Foraging,Adult,{3;1},{3;1;2},[11963.720094911754;42962.161252975464;-18916.46414089948]
19,1,Foraging,Foraging,Adult,{0;3},{0;3;2},[13423.757180020213;44154.20200569928;-16492.620151400566]
19,2,Moving,Foraging,Adult,{},{0;1;3},[16685.98360925913;42263.74927164614;-21078.711182437837]
19,3,Foraging,Foraging,Adult,{0;1},{0;1;2},[14723.37784377858;43562.16915476322;-17426.63226057589]
19,6,Low sitting/standing (stationary),Background,Adult,{},{},[37929.4855479002;38274.31716275215;-21852.496957063675]
20,0,Moving,Foraging,Adult,{3},{3;1;2},[17004.098593890667;42960.52008891106;-19583.333077587187]
20,1,Foraging,Foraging,Adult,{3},{0;3},[13455.199556615204;44103.01328462362;-16599.57350115478]
20,2,Moving,Foraging,Adult,{},{0},[23390.480907326564;41476.103877685964;-21705.002579314634]
20,3,Foraging,Foraging,Adult,{0;1},{0;1},[14942.937627657317;43658.034732826054;-17319.488633615896]
20,6,Low sitting/standing (stationary),Background,Adult,{},{},[37929.4855479002;38274.31716275215;-21852.496957063675]
21,0,Moving,Foraging,Adult,{},{1},[22009.16662876308;42781.796435683966;-19832.42435937375]
21,1,Moving,Foraging,Adult,{3},{0;3},[14967.565631818026;43805.12062320858;-16952.46289481595]
21,2,Moving,Background,Adult,{},{6},[30682.77436040342;39301.47928035259;-21346.493823468685]
21,3,Moving,Foraging,Adult,{1},{1},[13920.13841373194;43817.092240698636;-16887.84650925733]
21,6,Low sitting/standing (stationary),Background,Adult,{},{2},[37929.4855479002;38274.31716275215;-21852.496957063675]
22,1,Low sitting/standing (stationary),Foraging,Adult,{4},{4},[17764.089057169855;43831.90943494812;-17303.77109225467]
22,4,Foraging,Foraging,Adult,{1},{1},[14268.030993461609;43363.27441704273;-17812.71794873476]
22,6,Low sitting/standing (stationary),Background,Adult,{},{},[37929.4855479002;38274.31716275215;-21852.496957063675]
23,1,Foraging,Foraging,Adult,{4},{4},[16958.081120461226;43695.50290495157;-17647.94549702108]
23,4,Foraging,Foraging,Adult,{1},{1},[14279.447230793536;43381.210419908166;-17760.220328964293]
23,6,Low sitting/standing (stationary),Background,Adult,{},{},[37929.4855479002;38274.31716275215;-21852.496957063675]
24,1,Foraging,Foraging,Adult,{4},{4},[16744.901936085895;43642.00429225713;-17771.771414339542]
24,4,Foraging,Foraging,Adult,{1},{1},[14288.586706815287;43398.95810715109;-17708.814238194376]
24,6,Low sitting/standing (stationary),Background,Adult,{},{},[38167.797936953604;38284.81950814277;-21853.90801750496]
25,1,Foraging,Foraging,Adult,{4},{4},[16560.92869936675;43735.61624316871;-17526.29471296072]
25,3,Interacting with foreign object,Waiting Area,Adult,{},{},[6176.569608423859;47218.67464376986;-15812.768764734268]
25,4,Foraging,Foraging,Adult,{1},{1},[14298.642848022282;43417.78690377623;-17656.21167743951]
25,6,Moving,Background,Adult,{},{},[38891.73931658268;38248.42827433348;-21835.274341840297]
26,1,Foraging,Foraging,Adult,{4},{4},[16667.04135181941;43710.17423915863;-17597.955634439364]
26,4,Foraging,Foraging,Adult,{1},{1},[14605.360557168722;43454.35977572203;-17667.01150035858]
27,7,Moving,Background,Adult,{},{},[37225.502796173096;38084.08753371239;-22292.064352691174]
27,1,Foraging,Foraging,Adult,{4},{4},[16955.093675538898;43494.9665871039;-18183.398339131847]
27,3,Foraging,Foraging,Adult,{},{4},[8547.71105704084;43393.26887253299;-16185.859129601158]
27,4,Foraging,Foraging,Adult,{1},{3;1},[15020.671724880114;43484.69345828518;-17753.447984440252]
27,6,Moving,Background,Adult,{},{},[52884.428730905056;39043.42476117611;-20324.400018423796]
28,7,Moving,Background,Adult,{},{},[37742.2735093236;38234.402863264084;-21978.170953899622]
28,1,Foraging,Foraging,Adult,{4},{4},[17405.89738085121;43351.579389721155;-18648.947407014668]
28,3,Foraging,Foraging,Adult,{},{4},[9299.66560523957;43382.30952440947;-16480.016822529957]
28,4,Foraging,Foraging,Adult,{1},{3;1},[14950.854848112911;43565.65900816023;-17528.159570135176]
28,6,Moving,Background,Adult,{},{},[57381.210456848145;39240.06512117386;-18415.04085636139]
29,7,Moving,Background,Adult,{},{},[38002.168443486094;38270.670907214284;-21870.15093666315]
29,1,Moving,Foraging,Adult,{4},{4},[18188.37578240037;43139.7512229085;-19217.311917997897]
29,3,Foraging,Foraging,Adult,{},{4},[9932.783888801932;43406.754614800215;-16417.02898993343]
29,4,Foraging,Foraging,Adult,{1},{3;1},[15057.684695759788;43657.54740528017;-17341.361176352948]
30,7,Low sitting/standing (stationary),Background,Adult,{},{},[38002.168443486094;38270.670907214284;-21870.15093666315]
30,3,Foraging,Foraging,Adult,{},{4},[10102.731950119138;43545.64009984955;-16199.718816737644]
30,4,Foraging,Foraging,Adult,{},{3},[14940.89759394154;43547.799446478486;-17579.897472657263]
31,7,Low sitting/standing (stationary),Background,Adult,{},{},[38076.56315109879;38269.16203093529;-21888.455836925656]
31,3,Foraging,Foraging,Adult,{},{4},[10405.679666306823;43625.323173977435;-16217.004643043503]
31,4,Foraging,Foraging,Adult,{},{3},[14950.854848112911;43565.65900816023;-17528.159570135176]
32,7,Low sitting/standing (stationary),Background,Adult,{},{},[38076.56315109879;38269.16203093529;-21888.455836925656]
32,3,Foraging,Foraging,Adult,{},{4},[10382.894777070731;43694.57105144858;-16060.33778001368]
32,4,Foraging,Foraging,Adult,{},{3},[14940.89759394154;43547.799446478486;-17579.897472657263]
33,7,Low sitting/standing (stationary),Background,Adult,{},{},[38098.7882258147;38291.59069631994;-21838.59277466312]
33,3,Foraging,Foraging,Adult,{},{4},[10185.625450506806;43726.1131836772;-15862.282511603087]
33,4,Foraging,Foraging,Adult,{},{3},[14880.100917190313;43546.32638609409;-17568.287493407726]
34,7,Low sitting/standing (stationary),Background,Adult,{},{},[38098.7882258147;38291.59069631994;-21838.59277466312]
34,3,Foraging,Foraging,Adult,{},{4},[9847.93939486146;43719.67934221029;-15805.561792910099]
34,4,Foraging,Foraging,Adult,{},{3},[14869.900345250964;43527.07137978077;-17622.008532762527]
35,7,Low sitting/standing (stationary),Background,Adult,{},{},[38167.797936953604;38284.81950814277;-21853.90801750496]
35,3,Foraging,Foraging,Adult,{},{4},[9847.93939486146;43719.67934221029;-15805.561792910099]
35,4,Foraging,Foraging,Adult,{},{3},[14927.665064333938;43528.65160435438;-17632.529708068818]
36,7,Low sitting/standing (stationary),Background,Adult,{},{},[38232.04719939828;38272.35512048006;-21866.02333073318]
36,3,Foraging,Foraging,Adult,{},{4},[9862.958577541634;43762.64356228709;-15763.332319378853]
36,4,Foraging,Foraging,Adult,{},{3},[15045.585999041796;43529.69521832466;-17654.501974642277]
37,7,Low sitting/standing (stationary),Background,Adult,{8},{8},[38207.50701497868;38247.05218304694;-21913.357771148905]
37,8,Moving,Background,Adult,{7},{7},[37298.11049979925;38243.205504357815;-21931.356888592243]
37,3,Foraging,Foraging,Adult,{},{4},[9807.164537914097;43763.510583758354;-15754.373456552625]
37,4,Foraging,Foraging,Adult,{},{3},[15045.585999041796;43529.69521832466;-17654.501974642277]
38,7,Low sitting/standing (stationary),Background,Adult,{8},{8},[38207.50701497868;38247.05218304694;-21913.357771148905]
38,8,Moving,Background,Adult,{7},{7},[38243.50639835;38205.42522889376;-21970.147050589323]
38,3,Foraging,Foraging,Adult,{},{4},[10170.611440323293;43712.44919677824;-15974.319827822968]
38,4,Foraging,Foraging,Adult,{},{3},[15170.540727008134;43555.5781853199;-17686.399545550346]
39,7,Low sitting/standing (stationary),Background,Adult,{},{},[38174.77176371962;38213.58461712301;-21955.708917368203]
39,3,Foraging,Foraging,Adult,{},{4},[10536.1777099045;43671.23528011888;-16195.204460204579]
39,4,Foraging,Foraging,Adult,{},{3},[15158.746315851808;43536.80418610573;-17736.24573919177]
40,7,Low sitting/standing (stationary),Background,Adult,{},{},[38112.52720557153;38227.77434728667;-21945.413354782388]
40,3,Moving,Foraging,Adult,{4},{4},[13638.482191681862;43733.999675273895;-17108.2455137372]
40,4,Foraging,Foraging,Adult,{3},{3},[15277.0200920403;43538.68137606233;-17758.40494436398]
41,7,Low sitting/standing (stationary),Background,Adult,{},{},[38112.52720557153;38227.77434728667;-21945.413354782388]
41,3,Moving,Foraging,Adult,{},{4},[21904.723591029644;42198.50158423185;-21143.5711042881]
41,4,Foraging,Foraging,Adult,{},{3},[15277.0200920403;43538.68137606233;-17758.40494436398]
42,7,Low sitting/standing (stationary),Background,Adult,{},{},[38119.41597973928;38313.67064648494;-21789.901038832963]
42,4,Low sitting/standing (stationary),Foraging,Adult,{},{},[15506.22213217616;43563.77593842149;-17990.959038496017]
43,7,Low sitting/standing (stationary),Background,Adult,{10},{10},[37950.12866449356;38295.964692115784;-21802.908066034317]
43,10,Moving,Background,Adult,{7},{7},[38207.50701497868;38247.05218304694;-21913.357771148905]
43,4,Low sitting/standing (stationary),Foraging,Adult,{},{},[15528.62584857829;43598.84085231647;-17887.93485653028]
44,7,Low sitting/standing (stationary),Background,Adult,{10},{10},[37789.90093356371;38284.24616500735;-21881.86679283902]
44,10,Moving,Background,Adult,{7},{7},[38054.75641492009;38245.92485353351;-21935.919806689024]
44,11,Moving,Background,Adult,{},{},[52510.78164923191;39210.13269042969;-19417.657524228096]
44,4,Moving,Foraging,Adult,{},{},[19061.541552454233;44080.26658900082;-16965.208741419017]
45,7,Low sitting/standing (stationary),Background,Adult,{10},{10},[37614.43766775727;38259.981774270535;-21891.858238488436]
45,10,Moving,Background,Adult,{7},{7},[37981.31683759391;38249.016533493996;-21918.536828689277]
46,7,Low sitting/standing (stationary),Background,Adult,{10},{10},[37508.044665291905;38226.110565871;-21978.689807094634]
46,10,Moving,Background,Adult,{7},{7},[37852.33294060826;38270.98553496599;-21894.898543849587]
47,10,Moving,Background,Adult,{},{},[37789.90093356371;38284.24616500735;-21881.86679283902]
48,10,Moving,Background,Adult,{},{},[37565.17754998803;38206.16590620577;-22047.16351157427]
49,12,Moving,Foraging,Adult,{},{5;13},[19708.463553072885;43118.01239431277;-19213.520193677396]
49,13,Moving,Waiting Area,Adult,{5},{12;5},[21206.622467450798;47671.95490761101;-17479.843695797026]
49,5,Moving,Waiting Area,Adult,{13},{12;13},[18451.68696090579;48142.16735005379;-17232.517412111163]
50,12,Moving,Foraging,Adult,{14},{13;14},[12656.449283774942;43847.53728826344;-16794.085622750223]
50,14,Moving,Foraging,Adult,{12},{12;13},[12546.961579168215;43374.68073748797;-17622.732925405726]
50,15,Low sitting/standing (stationary),Background,Adult,{},{},[38479.26545333862;38293.70687484741;-21749.44535589218]
50,13,Moving,Waiting Area,Adult,{},{12;14},[18587.84494678676;46753.36258981377;-17173.683846410364]
51,12,Interacting with foreign object,Foraging,Adult,{},{14},[4492.403473824263;46948.907945394516;-15606.642030775547]
51,14,Interacting with foreign object,Foraging,Adult,{},{12},[4169.932008307427;42943.15758341551;-15592.270284444094]
51,15,Low sitting/standing (stationary),Background,Adult,{},{},[38834.16422224045;38267.291664123535;-21765.804407596588]
51,13,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[19127.476880580187;48082.503533899784;-17533.554745197296]
52,12,Interacting with foreign object,Foraging,Adult,{},{14},[-998.8438195697963;43982.323070824146;-14558.514070570469]
52,14,Interacting with foreign object,Foraging,Adult,{},{12},[3083.561530981213;42337.210714131594;-16762.548828467727]
52,15,Moving,Background,Adult,{},{},[39147.40000343323;38274.377992630005;-21782.215806484222]
52,13,Foraging,Waiting Area,Adult,{},{},[17365.20586654544;44324.527826845646;-16475.951364800334]
53,12,Interacting with foreign object,Foraging,Adult,{},{14},[-1508.3843112487812;42869.79039025679;-14919.547848997638]
53,5,Moving,Foraging,Adult,{},{13},[11462.91330076009;43863.5090367198;-16003.56473106891]
53,14,Interacting with foreign object,Foraging,Adult,{},{12},[2396.291975092143;42166.12326532602;-16941.732461243868]
53,15,Moving,Background,Adult,{},{},[39471.325394153595;38291.138347148895;-21806.053151845932]
53,13,Foraging,Waiting Area,Adult,{},{5},[17917.150178115815;47647.01803615689;-17315.52253375575]
54,12,Interacting with foreign object,Foraging,Adult,{},{14},[-1059.7798622494447;43005.47126156837;-14850.240793768317]
54,5,Foraging,Waiting Area,Adult,{},{13},[10708.704195559025;45999.21404004097;-16133.670457780361]
54,14,Interacting with foreign object,Foraging,Adult,{},{12},[2596.6313648032956;42276.695293687284;-16728.43851180747]
54,15,Moving,Background,Adult,{},{},[39672.39919194579;38338.01684322208;-21745.850408215076]
54,13,Foraging,Waiting Area,Adult,{},{5},[17108.424665547907;44305.587167844176;-16542.333891674876]
55,12,Interacting with foreign object,Foraging,Adult,{},{14},[-1779.753659579903;43025.44487160444;-14541.342377990484]
55,5,Foraging,Waiting Area,Adult,{},{13},[10261.090929761529;43908.537169873714;-15582.712667759508]
55,14,Interacting with foreign object,Foraging,Adult,{},{12},[2099.5555630787276;43044.97480687499;-15680.112798793241]
55,15,Moving,Background,Adult,{16},{16},[39863.811141073704;38372.89899852872;-21802.44157835841]
55,16,Moving,Background,Adult,{15},{15},[37666.486623972654;38316.73335362971;-21741.60320069641]
55,13,Foraging,Waiting Area,Adult,{},{5},[17400.040978640318;44700.08592605591;-16474.796719819307]
56,12,Moving,Foraging,Adult,{5},{5},[8432.955779675394;43565.80988870561;-15528.052482211962]
56,5,Foraging,Foraging,Adult,{12},{12},[9947.617569208145;43690.0539304018;-15868.953935533762]
56,16,Moving,Background,Adult,{},{},[37666.486623972654;38316.73335362971;-21741.60320069641]
56,13,Foraging,Waiting Area,Adult,{},{},[18786.152485191822;47888.30580762029;-17478.827281169593]
57,5,Foraging,Foraging,Adult,{},{},[9370.105402827263;43619.8683180809;-15812.845184326172]
57,12,Moving,Waiting Area,Adult,{13},{13},[16356.999302349985;47887.844993665814;-17042.91206145659]
57,16,Moving,Background,Adult,{},{},[37856.88772331923;38355.952324293554;-21739.59338518977]
57,13,Foraging,Waiting Area,Adult,{12},{12},[19146.287590771914;47975.721151947975;-17573.54200913012]
58,12,Moving,Foraging,Adult,{},{},[7705.286200411618;43502.236272633076;-15392.371319293976]
58,16,Low sitting/standing (stationary),Background,Adult,{17},{17},[37905.798558712006;38328.6612611115;-21803.95548735559]
58,17,Moving,Background,Adult,{16},{16},[38077.47057187557;38190.13512395322;-22046.307909192517]
58,13,Foraging,Waiting Area,Adult,{},{},[18680.47885308601;46348.98299451172;-17071.99622732401]
59,12,Moving,Foraging,Adult,{},{},[3331.7495350316167;46913.628013134;-15370.164807766676]
