Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
10,1,Foraging,Waiting Area,Adult,{},{},[9514.700345247984;43813.700751543045;-32.54321078339126]
10,2,Foraging,Foraging,Adult,{},{0},[4082.3839428606443;25556.746944516897;-10769.55069187656]
10,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32090.31931371987;29392.831148888916;-20414.352918360382]
11,5,Moving,Foraging,Adult,{0},{0;2},[-1582.2430478675524;29215.988014766946;-8335.6459036218]
11,0,Foraging,Foraging,Adult,{5},{5;2},[-1490.099683266133;26562.244813270867;-9353.016750764102]
11,1,Foraging,Waiting Area,Adult,{},{},[9514.700345247984;43813.700751543045;-32.54321078339126]
11,2,Foraging,Foraging,Adult,{},{0;5},[4293.238143805414;25635.097007483244;-10799.289299845695]
11,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32090.31931371987;29392.831148888916;-20414.352918360382]
12,5,Low sitting/standing (stationary),Foraging,Adult,{},{0},[-3630.8155715689063;29967.85692626238;-7775.0348807275295]
12,0,Foraging,Foraging,Adult,{},{5;2},[-1490.099683266133;26562.244813270867;-9353.016750764102]
12,1,Foraging,Waiting Area,Adult,{},{},[9514.700345247984;43813.700751543045;-32.54321078339126]
12,2,Foraging,Foraging,Adult,{},{0},[4115.476658768952;25562.44800078869;-10777.37369608879]
12,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32090.31931371987;29392.831148888916;-20414.352918360382]
13,5,Low sitting/standing (stationary),Foraging,Adult,{},{0},[-3630.8155715689063;29967.85692626238;-7775.0348807275295]
13,0,Foraging,Foraging,Adult,{},{5;2},[-1490.099683266133;26562.244813270867;-9353.016750764102]
13,1,Moving,Waiting Area,Adult,{},{},[7961.866619599052;43882.0576922372;545.4299500798807]
13,2,Foraging,Foraging,Adult,{},{0},[4240.533342897426;25680.451778495684;-10773.285717699677]
13,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32090.31931371987;29392.831148888916;-20414.352918360382]
14,5,Low sitting/standing (stationary),Foraging,Adult,{},{0},[-3629.4473152831197;29916.24829083681;-7799.498300477862]
14,0,Foraging,Foraging,Adult,{},{5;2},[-1557.6405084717553;26510.283224578947;-9362.364144479856]
14,1,Moving,Waiting Area,Adult,{},{},[3088.846640008036;48819.623746749014;4390.557139284909]
14,2,Foraging,Foraging,Adult,{},{0},[4216.728077486157;25584.67332814634;-10801.991793245077]
14,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32090.31931371987;29392.831148888916;-20414.352918360382]
15,5,Low sitting/standing (stationary),Foraging,Adult,{},{0},[-3628.251282830257;29762.34819336608;-7873.463877773844]
15,0,Foraging,Foraging,Adult,{},{5;2},[-1557.6405084717553;26510.283224578947;-9362.364144479856]
15,1,Moving,Waiting Area,Adult,{},{},[-2337.0297333449125;42209.98900961876;7167.398330077529]
15,2,Foraging,Foraging,Adult,{},{0},[4159.936157438904;25617.885634556413;-10771.10340669658]
15,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32090.31931371987;29392.831148888916;-20414.352918360382]
16,5,Low sitting/standing (stationary),Foraging,Adult,{},{0},[-3665.7613400314003;29720.271280393004;-7896.525971584022]
16,0,Foraging,Foraging,Adult,{},{5;2},[-1523.8730487113353;26506.339379746467;-9365.294824386016]
16,1,Moving,Waiting Area,Adult,{},{},[-8377.1377273947;40178.943733513355;12604.801471665502]
16,2,Foraging,Foraging,Adult,{},{0},[4475.1366725564;25588.929490566254;-10880.917275965214]
16,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32090.31931371987;29392.831148888916;-20414.352918360382]
17,5,Low sitting/standing (stationary),Foraging,Adult,{},{0},[-3628.251282830257;29762.34819336608;-7873.463877773844]
17,0,Foraging,Foraging,Adult,{},{5;2},[-1557.6405084717553;26510.283224578947;-9362.364144479856]
17,1,Foraging,Waiting Area,Adult,{},{},[-9589.522835969925;39762.29410505295;13903.591016620398]
17,2,Foraging,Foraging,Adult,{},{0},[4393.17948724702;25516.01484963298;-10873.866689831018]
17,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32102.232954084873;29349.81590819359;-20397.744186758995]
18,5,Low sitting/standing (stationary),Foraging,Adult,{},{0},[-3405.220635879785;29908.461093515158;-7823.153745785356]
18,0,Foraging,Foraging,Adult,{},{5;2},[-1557.6405084717553;26510.283224578947;-9362.364144479856]
18,1,Foraging,Waiting Area,Adult,{},{},[-9836.314936473966;39626.81945809722;13693.019499227405]
18,2,Foraging,Foraging,Adult,{},{0},[4393.17948724702;25516.01484963298;-10873.866689831018]
18,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32102.232954084873;29349.81590819359;-20397.744186758995]
19,5,Moving,Waiting Area,Adult,{},{0},[-2941.496411654167;30319.507990228012;-7599.9640299696475]
19,0,Foraging,Foraging,Adult,{},{5;2},[-1557.6405084717553;26510.283224578947;-9362.364144479856]
19,1,Foraging,Waiting Area,Adult,{},{},[-9918.728490497917;39574.64355123043;13163.09601347521]
19,2,Foraging,Foraging,Adult,{},{0},[4461.93448215723;25538.211019337177;-10893.036427557468]
19,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
20,5,Moving,Waiting Area,Adult,{},{},[123.96194560267031;38407.59808731079;-1125.4993818700314]
20,0,Foraging,Foraging,Adult,{},{2},[-1590.054270342458;26513.036114551127;-9359.179847870022]
20,1,Foraging,Waiting Area,Adult,{},{},[-9873.951608538628;39587.635902911425;13107.512500450015]
20,2,Foraging,Foraging,Adult,{},{0},[4393.17948724702;25516.01484963298;-10873.866689831018]
20,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
21,5,Moving,Waiting Area,Adult,{},{1},[-4231.957316076383;42513.07450141385;14956.81603249535]
21,0,Foraging,Foraging,Adult,{},{2},[-1559.013574977289;26457.17375103198;-9378.384163326584]
21,1,Foraging,Waiting Area,Adult,{},{5},[-9873.951608538628;39587.635902911425;13107.512500450015]
21,2,Foraging,Foraging,Adult,{},{0},[4393.17948724702;25516.01484963298;-10873.866689831018]
21,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
22,5,Foraging,Waiting Area,Adult,{},{1},[-7329.213099252433;40958.32950088382;16821.648280009627]
22,0,Foraging,Foraging,Adult,{},{2},[-1592.6524377284804;26459.393538074568;-9374.857087080367]
22,1,Moving,Waiting Area,Adult,{},{5},[-10524.654758900404;39299.54481625557;13238.891903147101]
22,2,Foraging,Foraging,Adult,{},{0},[4359.084941808134;25509.193833652884;-10865.550061631948]
22,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
23,5,Foraging,Waiting Area,Adult,{},{1},[-8846.70523721911;40295.33779416978;17673.665479563177]
23,0,Foraging,Foraging,Adult,{},{2},[-1625.8686334006488;26460.375137269497;-9371.058906257153]
23,1,Moving,Waiting Area,Adult,{},{5},[-14555.240408323705;37493.2198189199;15345.724261149764]
23,2,Foraging,Foraging,Adult,{},{0},[4293.485827102326;25501.044396381825;-10851.26603680849]
23,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
24,5,Foraging,Waiting Area,Adult,{},{},[-9616.518499178812;39939.490074157715;17786.608634904027]
24,0,Foraging,Foraging,Adult,{},{2},[-1625.8686334006488;26460.375137269497;-9371.058906257153]
24,1,Foraging,Waiting Area,Adult,{},{},[-17315.254675865173;36062.085965394974;14356.535383105278]
24,2,Foraging,Foraging,Adult,{},{0},[4260.341263590381;25495.772131823003;-10844.861293584108]
24,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
25,5,Moving,Waiting Area,Adult,{},{},[-11333.716424904764;39216.53786531091;19281.441433295608]
25,0,Foraging,Foraging,Adult,{},{2},[-1823.8359012565343;26453.87323007174;-9344.56450318452]
25,1,Foraging,Waiting Area,Adult,{},{},[-18635.18606235087;35419.36331130564;12786.650217533112]
25,2,Foraging,Foraging,Adult,{},{0},[4260.341263590381;25495.772131823003;-10844.861293584108]
25,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
26,5,Moving,Waiting Area,Adult,{},{},[-16041.92705774121;37296.96658881754;29973.644297938794]
26,0,Foraging,Foraging,Adult,{},{2},[-1890.3686377052218;26455.895813256502;-9338.098316192627]
26,1,Foraging,Door,Adult,{},{},[-20339.78873962164;34723.084882974625;11526.721167623997]
26,2,Foraging,Foraging,Adult,{},{0},[4260.341263590381;25495.772131823003;-10844.861293584108]
26,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
27,5,Moving,Waiting Area,Adult,{},{},[-18077.93732213229;38924.33274628222;34158.00213164091]
27,0,Foraging,Foraging,Adult,{},{2},[-1955.9225906939246;26452.364950407296;-9329.681112322956]
27,1,Foraging,Door,Adult,{},{},[-20508.23393118009;34650.002526283264;11688.529756262898]
27,2,Foraging,Foraging,Adult,{},{0},[4226.89909972623;25490.80988291651;-10837.348817620426]
27,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
28,0,Foraging,Foraging,Adult,{},{2},[-1618.2456283036154;26740.228978417814;-9294.610184527934]
28,1,Foraging,Waiting Area,Adult,{},{},[-20330.396023906767;34740.54702217877;11916.10068929568]
28,2,Foraging,Foraging,Adult,{},{0},[4248.5832236865535;25443.80990973115;-10856.339130440727]
28,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
29,7,High sitting/standing (Vigilant),Foraging,Adult,{2},{0;2},[3001.6278689950705;28048.851779833436;-9628.440122827888]
29,0,Foraging,Foraging,Adult,{},{7;2},[-1255.6626628505765;27294.871440079063;-9137.0733940145]
29,1,Foraging,Door,Adult,{},{},[-20832.90367206186;34503.08124610782;12345.488055754453]
29,2,Foraging,Foraging,Adult,{7},{0;7},[4381.564380988944;25466.216266926378;-10886.261886078864]
29,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
30,6,Moving,Foraging,Adult,{0;7;2},{0;7;2},[1711.9783241553232;27755.47436979413;-9495.646635577083]
30,7,High sitting/standing (Vigilant),Foraging,Adult,{6;2},{0;6;2},[2947.5094897327945;27934.90619251877;-9657.172275938094]
30,0,Foraging,Foraging,Adult,{6},{6;7;2},[-1257.598718360532;27240.27833595872;-9153.263821186498]
30,1,Foraging,Door,Adult,{},{},[-21896.24406646192;34308.186261072755;13781.68074427545]
30,2,Foraging,Foraging,Adult,{6;7},{0;6;7},[4260.341263590381;25495.772131823003;-10844.861293584108]
30,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
31,6,Foraging,Foraging,Adult,{0;7},{0;7;2},[-142.6701003308699;27686.122575692832;-9188.747703883797]
31,7,High sitting/standing (Vigilant),Foraging,Adult,{6;2},{0;6;2},[2982.092801086139;27940.539241138846;-9663.512396577746]
31,0,Foraging,Foraging,Adult,{6},{6;7;2},[-1260.9936988893896;27185.321015030146;-9170.694177776575]
31,1,Foraging,Door,Adult,{},{},[-23234.4223408103;33923.458973526955;14300.161220766604]
31,2,Moving,Foraging,Adult,{7},{0;6;7},[4004.7650809180923;25501.12366388552;-10770.200098540634]
31,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
32,6,Foraging,Foraging,Adult,{0;7;2},{0;7;2},[-421.2827962145675;27611.362200587988;-9165.939137384295]
32,7,High sitting/standing (Vigilant),Foraging,Adult,{0;6;2},{0;6;2},[2982.092801086139;27940.539241138846;-9663.512396577746]
32,0,Moving,Foraging,Adult,{6;7;2},{6;7;2},[-596.7176858691964;27073.99837026745;-9321.835164126009]
32,1,Foraging,Door,Adult,{},{},[-23800.829445146024;33746.31667727232;14667.596906669438]
32,2,Moving,Foraging,Adult,{0;6;7},{0;6;7},[2051.7103900234215;25244.885615825653;-10369.40661495924]
32,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
33,6,Foraging,Foraging,Adult,{0;7;2},{0;7;2},[-387.6727402789984;27610.068414326757;-9169.843581289053]
33,7,High sitting/standing (Vigilant),Foraging,Adult,{0;6;2},{0;6;2},[2982.092801086139;27940.539241138846;-9663.512396577746]
33,0,Moving,Foraging,Adult,{6;7;2},{6;7;2},[643.9423509009648;28036.25296023488;-9223.719915516675]
33,1,Foraging,Door,Adult,{},{},[-24095.8015396595;33672.76451152563;14908.478567391634]
33,2,Moving,Foraging,Adult,{0;6;7},{0;6;7},[828.9747315682471;25033.18320220709;-10215.920336663723]
33,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
34,6,Foraging,Foraging,Adult,{0;7;2},{0;7;2},[-352.7625275987666;27611.863916445524;-9174.941238194704]
34,7,High sitting/standing (Vigilant),Foraging,Adult,{0;6;2},{0;6;2},[2947.5094897327945;27934.90619251877;-9657.172275938094]
34,0,Foraging,Foraging,Adult,{6;7;2},{6;7;2},[586.3113814508542;28132.285934317857;-9173.92932878714]
34,1,Foraging,Door,Adult,{},{},[-25834.380932584405;33322.625486820936;16748.65490028262]
34,2,Moving,Foraging,Adult,{0;6;7},{0;6;7},[184.83740532695083;25486.610799975693;-9964.561066556722]
34,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
35,6,Moving,Foraging,Adult,{0;7;2},{0;7;2},[516.8604720085859;27514.925407232717;-9400.17556975782]
35,7,High sitting/standing (Vigilant),Foraging,Adult,{0;6},{0;6;2},[2911.984651237726;27931.474419355392;-9650.064695000648]
35,8,Moving,Waiting Area,Adult,{},{},[-22177.971473753452;35215.95032310486;29621.551181852818]
35,0,Foraging,Foraging,Adult,{6;7;2},{6;7;2},[359.9699991326779;27928.98810133338;-9188.350873786956]
35,1,Moving,Door,Adult,{},{},[-27201.97152119875;32919.23806536198;18461.973836362362]
35,2,Moving,Foraging,Adult,{0;6},{0;6;7},[-1843.169443873223;25729.00513998419;-9564.81686219573]
35,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
36,6,Low sitting/standing (stationary),Foraging,Adult,{0;7;2},{0;7;2},[586.4585926486179;27511.346558623016;-9408.233177304268]
36,7,High sitting/standing (Vigilant),Foraging,Adult,{0;6},{0;6;2},[2911.984651237726;27931.474419355392;-9650.064695000648]
36,8,Moving,Door,Adult,{},{1},[-25401.584644675255;33822.39940690994;22840.387798160315]
36,0,Foraging,Foraging,Adult,{6;7;2},{6;7;2},[551.769371684175;27820.017162248492;-9288.490769382566]
36,1,Moving,Door,Adult,{},{8},[-31768.049615606666;32073.53963173926;23066.471252530813]
36,2,Foraging,Foraging,Adult,{0;6},{0;6;7},[-2812.3804569710046;25802.564067050815;-9412.23770685494]
36,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32153.648158550262;29344.782199293375;-20407.325580596924]
37,6,Low sitting/standing (stationary),Foraging,Adult,{0;7;2},{0;7;2},[586.4585926486179;27511.346558623016;-9408.233177304268]
37,7,High sitting/standing (Vigilant),Foraging,Adult,{0;6},{0;6;2},[2911.984651237726;27931.474419355392;-9650.064695000648]
37,8,Moving,Door,Adult,{},{},[-28434.809416234493;32080.20625782013;14155.03271022439]
37,0,Foraging,Foraging,Adult,{6;7},{6;7;2},[619.6315138379578;27827.63062042743;-9300.022446263582]
37,1,Foraging,Door,Adult,{},{},[-33928.157261259854;31804.67814371735;24331.260922074318]
37,2,Foraging,Foraging,Adult,{6},{0;6;7},[-3113.2126150946133;26128.64199238643;-9290.388964559883]
37,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
38,6,Moving,Foraging,Adult,{0;7},{0;7;2},[596.6704031226691;27622.409093488008;-9373.933166533709]
38,7,High sitting/standing (Vigilant),Foraging,Adult,{0;6},{0;6;2},[2911.984651237726;27931.474419355392;-9650.064695000648]
38,8,Moving,Door,Adult,{},{1},[-33791.325316146016;31260.848860263824;18654.249641925097]
38,0,Foraging,Foraging,Adult,{6;7},{6;7;2},[619.6315138379578;27827.63062042743;-9300.022446263582]
38,1,Foraging,Door,Adult,{},{8},[-33962.49905821681;31778.157589793205;24167.9573110193]
38,2,Moving,Foraging,Adult,{},{0;6;7},[-4684.633433558047;27165.313698351383;-8854.629214912653]
38,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
39,7,High sitting/standing (Vigilant),Foraging,Adult,{0},{0},[2911.984651237726;27931.474419355392;-9650.064695000648]
39,8,Foraging,Door,Adult,{1},{1},[-34609.86396405846;31298.91145931557;20727.029851887375]
39,0,Foraging,Foraging,Adult,{7},{7},[603.0359770194627;27979.8777628541;-9236.197114109993]
39,1,Foraging,Door,Adult,{8},{8},[-34246.11071014404;31558.98624610901;22611.76435661316]
39,2,Moving,Foraging,Adult,{},{},[-7698.413809724152;27550.87020213157;-8446.296828243881]
39,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
40,6,Moving,Waiting Area,Adult,{},{},[-2820.2447172021493;35381.25063730776;-3310.9059268888086]
40,7,High sitting/standing (Vigilant),Foraging,Adult,{0},{0},[2911.984651237726;27931.474419355392;-9650.064695000648]
40,8,Foraging,Door,Adult,{1},{1},[-34728.53282396495;31349.582038857043;21477.13400223106]
40,0,Foraging,Foraging,Adult,{7},{7},[310.6776199936867;27812.65021133423;-9253.974202156067]
40,1,Foraging,Door,Adult,{8},{8},[-33902.33517114818;31652.1567113474;22854.50210749358]
40,2,Moving,Foraging,Adult,{},{},[-10370.663017145358;27396.11301505193;-8146.027023638133]
40,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
41,6,Moving,Door,Adult,{},{},[-21144.081457912922;34504.64294361323;12991.720898341388]
41,7,High sitting/standing (Vigilant),Foraging,Adult,{0},{0},[2911.984651237726;27931.474419355392;-9650.064695000648]
41,8,Foraging,Door,Adult,{1},{1},[-34920.35358968377;31348.390917941928;21760.544450230896]
41,0,Foraging,Foraging,Adult,{7},{7},[37.84230789927187;27803.52313058637;-9178.285289837979]
41,1,Foraging,Door,Adult,{8},{8},[-33719.01982758194;31669.87811692059;22573.10273415968]
41,2,Moving,Foraging,Adult,{},{},[-12882.852486874908;31056.815307850018;-9198.633455113508]
41,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
42,6,Moving,Door,Adult,{},{8;1},[-30503.704457074404;32451.490615934134;24372.83234232664]
42,7,High sitting/standing (Vigilant),Foraging,Adult,{0},{0},[2885.702173783444;27981.02930829674;-9627.197639223188]
42,8,Foraging,Door,Adult,{1},{1;6},[-35327.43945091218;31347.435926757753;22633.3477170635]
42,0,Foraging,Foraging,Adult,{7},{7},[-54.742898343709385;27901.61358914897;-9126.219539603218]
42,1,Foraging,Door,Adult,{8},{8;6},[-35039.68940806389;31697.07576444745;25322.069331914186]
42,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
43,6,Foraging,Door,Adult,{1},{8;1},[-32926.02901190519;32576.018782645464;28477.349600028247]
43,7,Moving,Foraging,Adult,{0},{0},[764.5689973873086;27902.661573037505;-9306.118699274957]
43,8,Foraging,Door,Adult,{},{1;6},[-35112.86475884542;31379.13774546981;22514.624348431826]
43,0,Foraging,Foraging,Adult,{7},{7},[-54.742898343709385;27901.61358914897;-9126.219539603218]
43,1,Foraging,Door,Adult,{6},{8;6},[-35840.72169023752;31685.78524696827;26639.454870074987]
43,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
44,6,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
44,7,Foraging,Foraging,Adult,{0},{0},[-558.3870873127598;27612.133443534374;-9148.669101931155]
44,8,Foraging,Door,Adult,{},{1},[-34268.82412147522;31609.212847933173;23154.052042670548]
44,0,Foraging,Foraging,Adult,{7},{7},[-20.632960713755892;27905.020269475877;-9130.351371709257]
44,1,Foraging,Door,Adult,{},{8},[-36160.019587010145;31609.159486219287;26824.063087269664]
44,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
45,6,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
45,7,Foraging,Foraging,Adult,{0},{0},[-787.2104512359947;27216.889816313982;-9239.338125817478]
45,8,Foraging,Door,Adult,{},{1},[-34273.3278221935;31619.148766346276;23262.181389372796]
45,0,Foraging,Foraging,Adult,{7},{7},[8.565117809990625;27845.464235790074;-9151.827609788626]
45,1,Foraging,Door,Adult,{},{8},[-36265.27151462436;31623.405391141772;27244.83678790182]
45,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32204.055793106556;29337.35431998968;-20416.855937421322]
46,6,Moving,Door,Adult,{},{},[0.0;0.0;0.0]
46,7,Foraging,Foraging,Adult,{0},{0},[-998.4116030632285;27023.36178290844;-9254.095753725618]
46,8,Foraging,Door,Adult,{},{1},[-34361.45024830848;31606.113256923854;23321.202177669853]
46,0,Foraging,Foraging,Adult,{7},{7},[-29.810063378027735;27805.972262373194;-9169.65573776234]
46,1,Foraging,Door,Adult,{},{8},[-35605.49094671756;31835.833786949515;27670.551313497126]
46,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32277.30485998094;29351.785797968507;-20441.178162373602]
47,6,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
47,7,Foraging,Foraging,Adult,{0},{0},[-1039.303297789069;27502.517780914903;-9088.491592455655]
47,8,Foraging,Door,Adult,{},{1},[-33955.995747257024;31744.454284699634;23684.59082105197]
47,0,Foraging,Foraging,Adult,{7},{7},[108.27699621696956;27812.775944769382;-9190.697642870247]
47,1,Foraging,Door,Adult,{},{8},[-35628.59936636686;31786.56585356593;27386.404345840216]
47,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32277.30485998094;29351.785797968507;-20441.178162373602]
48,6,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
48,7,Foraging,Foraging,Adult,{0},{0},[-1009.6322644529864;28038.18230366707;-8902.892563343048]
48,8,Foraging,Door,Adult,{},{1},[-33914.54531094432;31762.23563401401;23790.64164428413]
48,0,Foraging,Foraging,Adult,{7},{7},[171.05252974748146;27782.2868000865;-9226.073074482381]
48,1,Foraging,Door,Adult,{},{8},[-35670.45508760214;31781.135330155492;27387.9121812582]
48,4,Raised Guarding (Vigilant),Background,Adult,{},{},[32277.30485998094;29351.785797968507;-20441.178162373602]
49,6,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
49,7,Foraging,Foraging,Adult,{0},{0},[-980.9234914151602;27934.535921756178;-8946.390061557293]
