Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
14,7,None,Around Mound,Pup,{8;6;10;9;4},{3;8;6;10;9;4},[-43092.297436110675;63234.9319316037;-2230.1910496200435]
14,8,None,Around Mound,Pup,{3;6;10;9;7;4},{3;6;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
14,9,None,Around Mound,Pup,{3;8;6;10;7;4},{3;8;6;10;7;4},[-44946.01704965532;62939.92982694507;-193.82945901024505]
14,10,None,Around Mound,Pup,{3;8;6;7;9;4},{3;8;6;7;9;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
15,0,Moving,Sand Area,Adult,{},{},[-55019.57410816848;62544.79166217148;28980.985648296773]
15,1,Dig burrow,Sand Area,Adult,{},{2},[-41109.63331198692;64801.76197898388;21006.700035393238]
15,2,Low sitting/standing (stationary),Sand Area,Adult,{},{1},[-40646.79148375988;65495.7804145813;26295.3913705945]
15,3,Low sitting/standing (stationary),Around Mound,Adult,{10;8;6;9},{8;6;10;9;7;4},[-45370.171943027526;62958.15474825725;1645.9072443562327]
15,4,Groom,Around Mound,Adult,{8;6;10;9;7},{3;8;6;10;9;7},[-43372.87746112794;63170.84560780972;-1819.5945232857484]
15,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17586.944996103644;64744.560861982405;-33782.529941767454]
15,6,Low sitting/standing (stationary),Around Mound,Adult,{3;8;10;9;7;4},{3;8;10;9;7;4},[-45429.85433846712;62878.13452190161;-122.36870143079432]
15,7,None,Around Mound,Pup,{8;6;10;9;4},{3;8;6;10;9;4},[-43175.61825802922;63211.01111955941;-2316.182651758194]
15,8,None,Around Mound,Pup,{3;6;10;9;7;4},{3;6;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
15,9,None,Around Mound,Pup,{3;8;6;10;7;4},{3;8;6;10;7;4},[-44946.01704965532;62939.92982694507;-193.82945901024505]
15,10,None,Around Mound,Pup,{3;8;6;7;9;4},{3;8;6;7;9;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
16,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-54581.75483483076;62648.72356188297;31013.352335482836]
16,2,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-38661.01322853938;66275.42131072283;27408.77333960496]
16,3,Low sitting/standing (stationary),Around Mound,Adult,{9;8;10;4},{8;10;9;7;4},[-45370.171943027526;62958.15474825725;1645.9072443562327]
16,4,Groom,Around Mound,Adult,{3;8;10;9;7},{3;8;10;9;7},[-43458.972968660295;63146.88365086168;-1822.9203070246149]
16,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17586.944996103644;64744.560861982405;-33782.529941767454]
16,7,None,Around Mound,Pup,{9;8;10;4},{3;8;10;9;4},[-43173.452035900205;63212.11215033382;-2399.7706982870586]
16,8,None,Around Mound,Pup,{3;10;9;7;4},{3;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
16,9,None,Around Mound,Pup,{3;8;10;7;4},{3;8;10;7;4},[-44952.83554431796;62941.52205723524;-110.84284929267415]
16,10,None,Around Mound,Pup,{3;8;9;7;4},{3;8;9;7;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
17,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-54315.159705370665;62730.109000727534;31028.539389900863]
17,2,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-38492.08065749705;66337.75129404664;27421.565043423325]
17,3,Low sitting/standing (stationary),Around Mound,Adult,{9;8;10;4},{8;10;9;7;4},[-45370.171943027526;62958.15474825725;1645.9072443562327]
17,4,Groom,Around Mound,Adult,{3;8;10;9;7},{3;8;10;9;7},[-43559.76547956467;63133.35490357876;-1658.9287811033428]
17,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17586.989720851183;64757.49057716876;-33697.149803467095]
17,7,None,Around Mound,Pup,{9;8;10;4},{3;8;10;9;4},[-43173.452035900205;63212.11215033382;-2399.7706982870586]
17,8,None,Around Mound,Pup,{3;10;9;7;4},{3;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
17,9,None,Around Mound,Pup,{3;8;10;7;4},{3;8;10;7;4},[-44952.83554431796;62941.52205723524;-110.84284929267415]
17,10,None,Around Mound,Pup,{3;8;9;7;4},{3;8;9;7;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
18,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-54037.57442958653;62799.83333233744;31035.43408535421]
18,2,Low sitting/standing (stationary),Sand Area,Adult,{},{},[-37761.12154972553;66661.08696293831;28267.098887503147]
18,3,Low sitting/standing (stationary),Around Mound,Adult,{9;8;10;4},{8;10;9;7;4},[-45465.11444211006;62942.264153108;1642.122153304983]
18,4,Groom,Around Mound,Adult,{3;8;10;9;7},{3;8;10;9;7},[-43563.574602134526;63135.0963790454;-1575.5291552919662]
18,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17497.15065987408;64773.43112564087;-33600.89490547776]
18,7,None,Around Mound,Pup,{9;8;10;4},{3;8;10;9;4},[-43171.64319550991;63213.28517746925;-2481.8160198628902]
18,8,None,Around Mound,Pup,{3;10;9;7;4},{3;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
18,9,None,Around Mound,Pup,{3;8;10;7;4},{3;8;10;7;4},[-44952.83554431796;62941.52205723524;-110.84284929267415]
18,10,None,Around Mound,Pup,{3;8;9;7;4},{3;8;9;7;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
19,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53853.74003517628;62843.50769254565;31038.58210018277]
19,2,Low sitting/standing (stationary),Sand Area,Adult,{},{},[-37796.575986519456;66672.53533537686;28466.62265254557]
19,3,Low sitting/standing (stationary),Around Mound,Adult,{9;8;10;4},{8;10;9;7;4},[-45465.11444211006;62942.264153108;1642.122153304983]
19,4,Groom,Around Mound,Adult,{3;8;10;9;7},{3;8;10;9;7},[-43563.574602134526;63135.0963790454;-1575.5291552919662]
19,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17505.874326251447;64810.73212339729;-33524.8674948588]
19,7,None,Around Mound,Pup,{9;8;10;4},{3;8;10;9;4},[-43263.70278906822;63196.194730877876;-2485.3506683409214]
19,8,None,Around Mound,Pup,{3;10;9;7;4},{3;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
19,9,None,Around Mound,Pup,{3;8;10;7;4},{3;8;10;7;4},[-44952.83554431796;62941.52205723524;-110.84284929267415]
19,10,None,Around Mound,Pup,{3;8;9;7;4},{3;8;9;7;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
20,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53355.21042908728;63050.0496923998;31087.106821499765]
20,2,Low sitting/standing (stationary),Sand Area,Adult,{},{},[-37994.28137718886;66628.24985864758;28558.640418548137]
20,3,Low sitting/standing (stationary),Around Mound,Adult,{9;8;10;4},{8;10;9;7;4},[-45465.11444211006;62942.264153108;1642.122153304983]
20,4,Groom,Around Mound,Adult,{3;8;10;9;7},{3;8;10;9;7},[-43563.574602134526;63135.0963790454;-1575.5291552919662]
20,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
20,7,None,Around Mound,Pup,{9;8;10;4},{3;8;10;9;4},[-43354.33631514013;63181.75724361837;-2571.1433106260374]
20,8,None,Around Mound,Pup,{3;10;9;7;4},{3;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
20,9,None,Around Mound,Pup,{3;8;10;7;4},{3;8;10;7;4},[-44952.83554431796;62941.52205723524;-110.84284929267415]
20,10,None,Around Mound,Pup,{3;8;9;7;4},{3;8;9;7;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
21,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53355.21042908728;63050.0496923998;31087.106821499765]
21,2,Low sitting/standing (stationary),Sand Area,Adult,{},{},[-38002.27030003816;66691.11151526868;29066.909056754783]
21,3,Low sitting/standing (stationary),Around Mound,Adult,{9;8;10;4},{8;10;9;7;4},[-45465.11444211006;62942.264153108;1642.122153304983]
21,4,Groom,Around Mound,Adult,{3;8;10;9;7},{3;8;10;9;7},[-43559.76547956467;63133.35490357876;-1658.9287811033428]
21,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
21,7,None,Around Mound,Pup,{9;8;10;4},{3;8;10;9;4},[-43354.73833801597;63186.62387124449;-2655.9186157919466]
21,8,None,Around Mound,Pup,{3;10;9;7;4},{3;10;9;7;4},[-45753.16200687736;62791.03762070462;-889.2876786295674]
21,9,None,Around Mound,Pup,{3;8;10;7;4},{3;8;10;7;4},[-44952.83554431796;62941.52205723524;-110.84284929267415]
21,10,None,Around Mound,Pup,{3;8;9;7;4},{3;8;9;7;4},[-44107.19315120578;63040.5255471617;-1926.2205787491985]
22,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53355.21042908728;63050.0496923998;31087.106821499765]
22,2,Dig burrow,Sand Area,Adult,{},{},[-38510.93107175827;66348.19681453705;27521.189662098885]
22,3,Low sitting/standing (stationary),Around Mound,Adult,{9;8;10;4},{8;10;9;7;4},[-45558.57557539642;62925.32938717306;1640.0500333639793]
22,4,Groom,Around Mound,Adult,{3;8;10;9;7},{3;8;10;9;7},[-43555.43276156485;63131.68131187186;-1742.3249662084272]
22,5,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.961933135986;64846.77163299918;-33355.8472263515]
