Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
35,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25107.387182191014;59281.43063235283;-20707.55494336784]
36,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17421.072592496872;64837.17508375645;-33437.19779646397]
36,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25107.387182191014;59281.43063235283;-20707.55494336784]
37,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17421.072592496872;64837.17508375645;-33437.19779646397]
37,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25107.387182191014;59281.43063235283;-20707.55494336784]
38,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17421.072592496872;64837.17508375645;-33437.19779646397]
38,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25107.387182191014;59281.43063235283;-20707.55494336784]
39,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17421.072592496872;64837.17508375645;-33437.19779646397]
39,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
40,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17421.072592496872;64837.17508375645;-33437.19779646397]
40,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
41,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17421.072592496872;64837.17508375645;-33437.19779646397]
41,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
42,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
42,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
43,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
43,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
44,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
44,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
45,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
45,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
46,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
46,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
47,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
47,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
48,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
48,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
49,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
49,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
50,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
50,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
51,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
51,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
52,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
52,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
53,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
53,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
54,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
54,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
55,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
55,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
56,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
56,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
57,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
57,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25120.97850735672;59298.71973849088;-20790.876246692613]
58,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
58,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25130.455488529056;59315.65077599138;-20876.75210267678]
59,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
59,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
60,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
60,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
61,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
61,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
62,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
62,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
63,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.28762960434;64835.48928451538;-33445.45464038849]
63,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
64,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
64,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
65,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
65,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
66,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
66,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
67,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
67,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
68,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
68,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
69,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
69,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25146.862863212824;59185.48856513202;-20522.827492319047]
70,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
70,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25155.75220618397;59202.319051519036;-20607.109249927104]
71,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
71,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25155.75220618397;59202.319051519036;-20607.109249927104]
72,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
72,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25239.49176080525;59197.35672476888;-20692.477180287242]
73,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
73,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25239.49176080525;59197.35672476888;-20692.477180287242]
74,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
74,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25251.430846117437;59217.494958821684;-20777.703187109903]
75,3,Moving,Left Sticks Area,Adult,{},{},[-66114.01735328883;58287.19349582493;-1310.798406048445]
75,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
75,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25259.800405543298;59229.468793254346;-20863.26831557043]
76,3,Moving,Left Sticks Area,Adult,{},{},[-52653.944764360785;60518.14419781417;-8996.698896143585]
76,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
76,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25194.70266211033;59273.189414829016;-20870.239014670253]
77,3,Moving,Left Sticks Area,Adult,{},{},[-50265.25814868137;58285.28315642476;-13129.21132723894]
77,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17595.68542969227;64836.075517416;-33454.88328850269]
77,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25202.721673648804;59284.87249742448;-20955.781867999583]
78,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17683.98261153698;64837.265713095665;-33464.62180733681]
78,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25205.33222579956;59283.1057434082;-21033.67352104187]
79,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17683.98261153698;64837.265713095665;-33464.62180733681]
79,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25205.33222579956;59283.1057434082;-21033.67352104187]
80,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17683.98261153698;64837.265713095665;-33464.62180733681]
80,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25144.447329286486;59329.934289455414;-21123.367863748223]
81,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17684.152356863022;64846.79980778694;-33374.11596083641]
81,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25150.882904917;59337.418096117675;-21207.548761188984]
82,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17597.592515319586;64846.57278363407;-33364.87256242335]
82,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25150.882904917;59337.418096117675;-21207.548761188984]
83,4,Moving,Mound,Adult,{},{},[-26391.17013568431;58471.20743398368;-19398.49658549577]
83,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.470939591527;64857.81491346657;-33269.25866213441]
84,4,Moving,Left Sticks Area,Adult,{},{},[-62285.619738191366;58490.77839663625;-3748.6618634518236]
84,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.470939591527;64857.81491346657;-33269.25866213441]
84,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25144.447329286486;59329.934289455414;-21123.367863748223]
85,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17420.76884686947;64861.5241612196;-33262.03092646599]
85,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
86,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17330.63797748089;64868.788068026304;-33164.142579860985]
86,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
87,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17330.63797748089;64868.788068026304;-33164.142579860985]
87,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25145.24819568172;59339.50878763199;-21045.255669716746]
88,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17331.005779385567;64894.71494650841;-33085.17667365074]
88,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25144.447329286486;59329.934289455414;-21123.367863748223]
89,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17331.005779385567;64894.71494650841;-33085.17667365074]
89,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25150.882904917;59337.418096117675;-21207.548761188984]
90,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17245.74164050445;64909.3320203647;-32991.1488609463]
90,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25157.821130514145;59345.86675539985;-21289.187673877925]
91,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17245.74164050445;64909.3320203647;-32991.1488609463]
91,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25115.11478328705;59428.230660259724;-21473.560843020678]
92,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17245.74164050445;64909.3320203647;-32991.1488609463]
92,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25064.714213073254;59507.58566592634;-21575.12669571489]
93,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17333.04756185785;64904.86684701592;-32998.01380048692]
93,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
94,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17333.04756185785;64904.86684701592;-32998.01380048692]
94,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
95,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17331.005779385567;64894.71494650841;-33085.17667365074]
95,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
96,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17331.005779385567;64894.71494650841;-33085.17667365074]
96,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
97,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17418.97781229019;64892.175425201654;-33092.84588288516]
97,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
98,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17509.691506519914;64899.454511627555;-33103.46160912514]
98,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25071.770545905456;59373.15231504291;-20970.005537135527]
99,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.6874984093;64882.870679516345;-33186.52052871138]
99,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
100,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.6874984093;64882.870679516345;-33186.52052871138]
100,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
101,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.6874984093;64882.870679516345;-33186.52052871138]
101,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25145.24819568172;59339.50878763199;-21045.255669716746]
102,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.6874984093;64882.870679516345;-33186.52052871138]
102,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25145.24819568172;59339.50878763199;-21045.255669716746]
103,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17508.470939591527;64857.81491346657;-33269.25866213441]
103,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25138.674525311217;59331.90729790181;-20963.971070567146]
104,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17596.685130536556;64856.02687487006;-33277.469709903]
104,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25145.24819568172;59339.50878763199;-21045.255669716746]
105,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17684.86726590991;64854.83572269976;-33285.98513673246]
105,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25332.131976678967;59185.904518812895;-21016.119852125645]
106,5,Moving,Right Sticks Area,Adult,{},{},[13438.209426097572;57211.059888869524;-12197.293779477477]
106,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17684.86726590991;64854.83572269976;-33285.98513673246]
106,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25398.13386696577;59145.437922775745;-21010.168653935194]
107,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17684.152356863022;64846.79980778694;-33374.11596083641]
107,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25219.3151759319;59428.7363967672;-21963.382389232516]
108,7,Moving,Around Mound,Adult,{},{},[-46761.39822387695;60792.24513244629;-11403.52096939087]
108,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17684.152356863022;64846.79980778694;-33374.11596083641]
108,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25199.721162214875;59398.2097505033;-21791.812890022993]
109,7,Raised Guarding (Vigilant),Mound,Adult,{},{1;9},[-28494.836254220456;57908.962800860405;-19434.04010767117]
109,9,Raised Guarding (Vigilant),Background,Adult,{},{8;7},[-33291.802400782704;56537.80295325816;-19291.293596856296]
