Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
14,3,Foraging,Foraging,Adult,{5;6;1;4},{0;5;6;1;4},[2945.0773160411045;25300.099491290748;-10559.840452101082]
14,4,Foraging,Foraging,Adult,{3;5;6},{0;3;5;6;1},[4718.284856587648;25645.795555360615;-10908.222952026874]
15,6,Interacting with foreign object,Foraging,Adult,{3;1;4},{0;3;5;1;4},[5221.134676430374;28269.468087792397;-10036.071766294539]
15,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;3;6;1;4},[1078.6753694009967;26554.345855258405;-9785.912300433964]
15,0,Foraging,Foraging,Adult,{5;1},{3;5;6;1;4},[-584.9798435876146;27233.79105013609;-9271.00714199245]
15,1,Foraging,Foraging,Adult,{0;5;6;3},{0;3;5;6;4},[2250.9981712372974;28574.776663318276;-9318.046170493588]
15,3,Foraging,Foraging,Adult,{5;6;1;4},{0;5;6;1;4},[3041.4450588822365;25311.829325795174;-10579.432409644127]
15,4,Foraging,Foraging,Adult,{3;5;6},{0;3;5;6;1},[4718.284856587648;25645.795555360615;-10908.222952026874]
16,6,Interacting with foreign object,Foraging,Adult,{3;1;4},{0;3;5;1;4},[5292.852530183271;28271.163771912456;-10047.98821702972]
16,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;3;6;1;4},[1078.6753694009967;26554.345855258405;-9785.912300433964]
16,0,Foraging,Foraging,Adult,{5;1},{3;5;6;1;4},[-652.7630097263027;27231.33670629561;-9261.459922198206]
16,1,Foraging,Waiting Area,Adult,{0;5;6;3},{0;3;5;6;4},[2269.4976680129766;28685.31006076932;-9279.016991943121]
16,3,Foraging,Foraging,Adult,{5;6;1;4},{0;5;6;1;4},[3140.6896115466952;25333.57350745797;-10603.40111553669]
16,4,Foraging,Foraging,Adult,{3;5;6},{0;3;5;6;1},[4718.284856587648;25645.795555360615;-10908.222952026874]
17,6,Interacting with foreign object,Foraging,Adult,{3;1;4},{0;3;5;1;4},[5381.08869461529;28342.98013820499;-10047.961347024888]
17,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;3;6;1;4},[1112.3563975989819;26556.385105788708;-9790.99700435996]
17,0,Foraging,Foraging,Adult,{5;1},{3;5;6;1;4},[-720.3826357126236;27226.395402908325;-9251.248288154602]
17,1,Foraging,Waiting Area,Adult,{0;5;6;3},{0;3;5;6;4},[2359.385626897216;28809.653509020805;-9255.034937500954]
17,3,Foraging,Foraging,Adult,{5;6;1;4},{0;5;6;1;4},[3206.539660619572;25345.45992579311;-10617.883009156212]
17,4,Foraging,Foraging,Adult,{3;5;6},{0;3;5;6;1},[4730.958294648677;25696.673057369888;-10894.293544653803]
18,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1144.756052969955;26557.604442447424;-9795.643577653915]
18,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-652.7630097263027;27231.33670629561;-9261.459922198206]
18,1,Foraging,Foraging,Adult,{0;5;3},{0;5;3;4},[2287.657624039799;28578.04444101453;-9323.784125182778]
18,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3345.8723773509264;25408.366182923317;-10630.219090878963]
18,4,Foraging,Foraging,Adult,{3;5},{0;5;3;1},[4730.958294648677;25696.673057369888;-10894.293544653803]
19,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1144.756052969955;26557.604442447424;-9795.643577653915]
19,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-580.9689562371932;27290.234970495105;-9255.68372901529]
19,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2250.640069157118;28351.83727838844;-9397.425649089739]
19,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3412.2476029470563;25418.486147627234;-10644.635526537895]
19,4,Foraging,Foraging,Adult,{3;5;1},{0;5;3;1},[4764.131740486249;25701.10127719678;-10901.927439429797]
20,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1144.756052969955;26557.604442447424;-9795.643577653915]
20,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-547.2847311109072;27291.119331669062;-9258.94131875597]
20,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2427.1099417358637;28368.045433819294;-9427.002294294536]
20,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3422.463970383629;25470.458722271025;-10631.098756670952]
20,4,Foraging,Foraging,Adult,{3;5;1},{0;5;3;1},[4764.131740486249;25701.10127719678;-10901.927439429797]
21,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1144.756052969955;26557.604442447424;-9795.643577653915]
21,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-475.9166159669403;27339.089044909924;-9249.384473208338]
21,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2357.7367458897643;28361.725453224033;-9414.63495549839]
21,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3433.6470543188043;25521.473529160023;-10618.028019916266]
21,4,Foraging,Foraging,Adult,{3;5;1},{0;5;3;1},[4797.772152163088;25707.058338329196;-10910.003850512207]
22,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1144.756052969955;26557.604442447424;-9795.643577653915]
22,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-441.21826762123965;27342.967761799693;-9253.83802138269]
22,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2286.0195717536844;28355.121498513967;-9403.35596341081]
22,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3511.952818872407;25591.48876073584;-10621.751475276425]
22,4,Foraging,Foraging,Adult,{3;5;1},{0;5;3;1},[4797.772152163088;25707.058338329196;-10910.003850512207]
23,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1211.7968440838158;26554.095482200384;-9803.747828513384]
23,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-369.79682673257776;27409.438562706113;-9250.264942079782]
23,1,Foraging,Foraging,Adult,{0;5;3},{0;5;3;4},[2214.939625418745;28351.748567733914;-9390.608940998092]
23,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3521.3116663210094;25637.3866269961;-10606.948384236544]
23,4,Foraging,Foraging,Adult,{3;5},{0;5;3;1},[4831.713153036311;25713.02906166017;-10917.981258116663]
24,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1277.905113284476;26558.376353912055;-9814.263074269518]
24,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-369.79682673257776;27409.438562706113;-9250.264942079782]
24,1,Foraging,Foraging,Adult,{0;5;3},{0;5;3;4},[2136.496780179441;28287.79652428627;-9396.48548835516]
24,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3797.271143771708;25721.52047613263;-10648.926708355546]
24,4,Foraging,Foraging,Adult,{3;5},{0;5;3;1},[4831.713153036311;25713.02906166017;-10917.981258116663]
25,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;1;3;4},[1211.7968440838158;26554.095482200384;-9803.747828513384]
25,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-335.2384906541556;27423.729132652283;-9259.559530198574]
25,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2276.6284117358737;28296.19799163565;-9419.628763357177]
25,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[3830.7884707394987;25585.851795837283;-10706.039639282972]
25,4,Foraging,Foraging,Adult,{3;5;1},{0;5;3;1},[4865.677246665582;25717.96415908262;-10925.521573109552]
26,6,Interacting with foreign object,Foraging,Adult,{3;1;4},{0;3;5;1;4},[5250.923637431581;28108.08794652857;-10100.006171685643]
26,5,Interacting with foreign object,Foraging,Adult,{0;1;3;4},{0;3;6;1;4},[1151.691535402555;26609.165535846725;-9779.676689006388]
26,0,Foraging,Foraging,Adult,{5;1},{3;5;6;1;4},[-301.84088273721864;27435.867553975433;-9266.624939078465]
26,1,Foraging,Foraging,Adult,{0;3;5;6;4},{0;3;5;6;4},[2418.81983275339;28309.091799139977;-9443.421650998294]
26,3,Interacting with foreign object,Foraging,Adult,{5;6;1;4},{0;5;6;1;4},[3610.4920368860476;25460.043872658163;-10691.77163144853]
26,4,Foraging,Foraging,Adult,{3;5;6;1},{0;3;5;6;1},[4865.677246665582;25717.96415908262;-10925.521573109552]
27,6,Interacting with foreign object,Foraging,Adult,{3;1;4},{0;3;5;1;4},[5309.05101310648;28332.966361008584;-10033.52594352141]
27,5,Interacting with foreign object,Foraging,Adult,{0;1;3},{0;3;6;1;4},[1117.7785487207584;26607.983311712742;-9774.898827083409]
27,0,Foraging,Foraging,Adult,{5;1},{3;5;6;1;4},[-301.84088273721864;27435.867553975433;-9266.624939078465]
27,1,Foraging,Foraging,Adult,{0;3;5;6;4},{0;3;5;6;4},[2560.3577233443502;28322.00114252977;-9467.056789197959]
27,3,Interacting with foreign object,Foraging,Adult,{5;6;1;4},{0;5;6;1;4},[3501.148650689982;25397.121679641306;-10683.97795386985]
27,4,Foraging,Foraging,Adult,{3;1;6},{0;3;5;6;1},[4898.877244739793;25722.296149311587;-10932.810154902749]
28,5,Interacting with foreign object,Foraging,Adult,{0;1;3},{0;1;3;4},[1105.813240387477;26507.45969554782;-9807.962136365473]
28,0,Foraging,Foraging,Adult,{5;1},{3;5;1;4},[-19.186967332585482;27554.69033384323;-9270.841725066304]
28,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2631.22742773965;28325.133920878172;-9478.736619785428]
28,3,Foraging,Foraging,Adult,{5;1;4},{0;5;1;4},[2999.5684234260116;25258.676148530096;-10586.449421341531]
28,4,Foraging,Foraging,Adult,{3;1},{0;5;3;1},[4898.877244739793;25722.296149311587;-10932.810154902749]
29,5,Interacting with foreign object,Foraging,Adult,{0;1;3},{0;1;3;4},[980.4865484125912;26288.93433853984;-9852.609963938594]
29,0,Foraging,Foraging,Adult,{3;5;1},{3;5;1;4},[-19.186967332585482;27554.69033384323;-9270.841725066304]
29,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2701.234638951719;28326.67748492956;-9489.321675807238]
29,3,Foraging,Foraging,Adult,{0;5;1;4},{0;5;1;4},[2704.9941692005377;25375.861233888194;-10484.181196829304]
29,4,Foraging,Foraging,Adult,{3;1},{0;5;3;1},[4898.877244739793;25722.296149311587;-10932.810154902749]
30,5,Foraging,Foraging,Adult,{0;1;3},{0;1;3;4},[879.6926163768512;26551.064341396093;-9757.902239582501]
30,0,Foraging,Foraging,Adult,{3;5;1},{3;5;1;4},[-59.55517501203576;27497.005474686623;-9281.730753362179]
30,1,Foraging,Foraging,Adult,{0;5;3;4},{0;5;3;4},[2701.234638951719;28326.67748492956;-9489.321675807238]
30,3,Foraging,Foraging,Adult,{0;5;1;4},{0;5;1;4},[2622.6947649586946;25271.164260115474;-10499.416870510206]
30,4,Foraging,Foraging,Adult,{3;1},{0;5;3;1},[4865.677246665582;25717.96415908262;-10925.521573109552]
31,6,Interacting with foreign object,Foraging,Adult,{4},{0;5;3;4},[5310.555029965937;28067.302691414952;-10132.748562119901]
31,5,Foraging,Foraging,Adult,{0;3},{0;6;3;4},[1018.4287966226693;26877.291694939137;-9678.705023013055]
31,0,Foraging,Foraging,Adult,{3;5},{3;5;6;4},[-59.55517501203576;27497.005474686623;-9281.730753362179]
31,3,Foraging,Foraging,Adult,{0;5;4},{0;5;6;4},[2195.648092098534;25160.928698778152;-10426.516753718257]
31,4,Foraging,Foraging,Adult,{3;6},{0;5;6;3},[4865.677246665582;25717.96415908262;-10925.521573109552]
32,6,Interacting with foreign object,Foraging,Adult,{4},{0;5;3;4},[5365.712732102722;28280.002336084843;-10063.119959644973]
32,5,Foraging,Foraging,Adult,{0;3},{0;6;3;4},[1018.4287966226693;26877.291694939137;-9678.705023013055]
32,0,Foraging,Foraging,Adult,{3;5},{3;5;6;4},[-59.55517501203576;27497.005474686623;-9281.730753362179]
32,3,Foraging,Foraging,Adult,{0;5;4},{0;5;6;4},[2146.9812488439493;25254.73389527574;-10388.047449981794]
32,4,Foraging,Foraging,Adult,{3;6},{0;5;6;3},[4851.458976857364;25663.86236114055;-10937.66289556399]
33,6,Interacting with foreign object,Foraging,Adult,{4},{0;5;3;4},[5256.99865228124;28268.320297025144;-10041.985702365637]
33,5,Interacting with foreign object,Foraging,Adult,{0;3},{0;6;3;4},[1045.834619350324;26824.98172241077;-9700.0146242138]
33,0,Foraging,Foraging,Adult,{3;5},{3;5;6;4},[-59.55517501203576;27497.005474686623;-9281.730753362179]
33,3,Foraging,Foraging,Adult,{0;5;4},{0;5;6;4},[2051.7103900234215;25244.885615825653;-10369.40661495924]
33,4,Foraging,Foraging,Adult,{3;6},{0;5;6;3},[4851.458976857364;25663.86236114055;-10937.66289556399]
34,6,Interacting with foreign object,Foraging,Adult,{4},{0;5;3;4},[5221.134676430374;28269.468087792397;-10036.071766294539]
34,5,Interacting with foreign object,Foraging,Adult,{0;3},{0;6;3;4},[1032.355238936143;26711.64962366037;-9730.053333815187]
34,0,Foraging,Foraging,Adult,{3;5},{3;5;6;4},[-64.14452894780698;27443.775915201753;-9299.81383735314]
34,3,Foraging,Foraging,Adult,{0;5;4},{0;5;6;4},[1924.605299934512;25235.824409738183;-10348.312693451531]
34,4,Foraging,Foraging,Adult,{3;6},{0;5;6;3},[4784.257410258055;25653.050498113036;-10922.189182929695]
35,6,Interacting with foreign object,Foraging,Adult,{4},{0;5;3;4},[5150.008103811182;28270.970388948917;-10025.485438451171]
35,5,Interacting with foreign object,Foraging,Adult,{0;3;4},{0;6;3;4},[1025.7179393470287;26656.89192122221;-9745.145507335663]
35,0,Foraging,Foraging,Adult,{3;5},{3;5;6;4},[-97.53116237399081;27434.894679659978;-9292.491146499291]
35,3,Foraging,Foraging,Adult,{0;5;4},{0;5;6;4},[1795.920692652464;25218.278520345688;-10322.332825303078]
35,4,Foraging,Foraging,Adult,{3;5;6},{0;5;6;3},[4508.983490371145;25723.980295442045;-10833.959032783285]
36,6,Interacting with foreign object,Foraging,Adult,{4},{0;5;4},[5221.134676430374;28269.468087792397;-10036.071766294539]
36,5,Interacting with foreign object,Foraging,Adult,{0;4},{0;6;4},[1211.7968440838158;26554.095482200384;-9803.747828513384]
36,0,Foraging,Foraging,Adult,{5},{5;6;4},[-97.53116237399081;27434.894679659978;-9292.491146499291]
36,4,Foraging,Foraging,Adult,{5;6},{0;5;6},[4081.112877642736;25407.2112631388;-10814.781214265153]
37,6,Interacting with foreign object,Foraging,Adult,{},{0;5},[5134.641373293474;28204.614225640893;-10038.057371847332]
37,5,Interacting with foreign object,Foraging,Adult,{0},{0;6},[1204.7883283151314;26504.80190643668;-9820.785739272833]
37,0,Foraging,Foraging,Adult,{5},{5;6},[-97.53116237399081;27434.894679659978;-9292.491146499291]
38,6,Interacting with foreign object,Foraging,Adult,{},{0;5},[5062.685227997601;28207.75534583628;-10028.412770785391]
38,5,Interacting with foreign object,Foraging,Adult,{0},{0;6},[1271.063314735773;26509.580929158255;-9831.056488008238]
38,0,Foraging,Foraging,Adult,{5},{5;6},[-130.86326121306047;27426.045662134886;-9285.182123482227]
39,6,Interacting with foreign object,Foraging,Adult,{5},{0;5;4},[4303.904612197541;27668.47195320949;-10065.947876403108]
39,5,Interacting with foreign object,Foraging,Adult,{0;6;4},{0;6;4},[1211.7968440838158;26554.095482200384;-9803.747828513384]
39,0,Foraging,Foraging,Adult,{5;4},{5;6;4},[-165.59134806549991;27427.942646432668;-9281.341186918318]
39,4,Foraging,Foraging,Adult,{0;5},{0;5;6},[1305.1074863765389;24856.49983215332;-10347.086526375264]
40,5,Interacting with foreign object,Foraging,Adult,{0;4},{0;4},[1092.027244180441;26660.58237195015;-9755.02294254303]
40,0,Foraging,Foraging,Adult,{5;4},{5;4},[-165.59134806549991;27427.942646432668;-9281.341186918318]
40,4,Foraging,Foraging,Adult,{0;5},{0;5},[1099.3957412142772;24955.52675608918;-10289.683926356956]
41,7,Foraging,Waiting Area,Adult,{0;5},{0;5;3;4},[3120.3550206534564;29465.190281957388;-9143.484196439385]
41,5,Interacting with foreign object,Foraging,Adult,{0;4;3;7},{0;4;3;7},[1078.6753694009967;26554.345855258405;-9785.912300433964]
41,0,Foraging,Foraging,Adult,{3;5;4;7},{3;5;4;7},[-233.70375747187063;27449.345150113106;-9279.96423870325]
41,3,Foraging,Foraging,Adult,{0;5;4},{0;5;4;7},[1908.5027574279811;25138.46834967658;-10375.658279934898]
41,4,Foraging,Foraging,Adult,{0;5;3},{0;5;3;7},[571.1548529749853;24967.77856835723;-10187.436237787828]
42,7,Foraging,Waiting Area,Adult,{5;1},{0;5;1;4},[3226.5046997496393;29648.75711088255;-9096.035151242279]
42,5,Interacting with foreign object,Foraging,Adult,{0;1;4;7},{0;1;4;7},[1477.0556609630585;26565.939091682434;-9845.145505189896]
42,0,Foraging,Foraging,Adult,{5;1;4},{5;4;1;7},[-335.2384906541556;27423.729132652283;-9259.559530198574]
42,1,Foraging,Foraging,Adult,{0;5;4;7},{0;5;4;7},[2265.109496951569;27993.875678610057;-9505.47662732564]
42,4,Foraging,Foraging,Adult,{0;5;1},{0;5;1;7},[513.1165570040466;25011.972010537982;-10164.431669760495]
43,7,Foraging,Waiting Area,Adult,{5;1},{0;5;1;4},[3168.1429267455824;29527.479402076453;-9130.065120581537]
43,5,Interacting with foreign object,Foraging,Adult,{0;1;4;7},{0;1;4;7},[1716.7388254832476;26614.29844775796;-9859.15745100379]
43,0,Foraging,Foraging,Adult,{5;1;4},{5;4;1;7},[-441.21826762123965;27342.967761799693;-9253.83802138269]
43,1,Foraging,Foraging,Adult,{0;5;4;7},{0;5;4;7},[2265.109496951569;27993.875678610057;-9505.47662732564]
43,4,Foraging,Foraging,Adult,{0;5;1},{0;5;1;7},[451.04365300480276;25012.028843343258;-10156.45170223713]
44,7,Foraging,Waiting Area,Adult,{8;5;1},{0;8;5;1;4},[3120.3550206534564;29465.190281957388;-9143.484196439385]
44,5,Interacting with foreign object,Foraging,Adult,{0;8;7;1;4},{0;8;7;1;4},[1542.625597562641;26566.595851302147;-9853.7364615798]
44,8,Foraging,Foraging,Adult,{5;1;7},{0;5;7;1;4},[4728.177261294797;27430.71775067225;-10271.958951883018]
44,0,Foraging,Foraging,Adult,{5;1;4},{8;5;7;1;4},[-441.21826762123965;27342.967761799693;-9253.83802138269]
44,1,Interacting with foreign object,Foraging,Adult,{0;8;5;7;4},{0;8;5;7;4},[2398.8499913960695;28185.18080934882;-9474.762654263526]
44,4,Foraging,Foraging,Adult,{0;5;1},{0;8;5;7;1},[399.0413574753329;25109.52552139759;-10119.573020532727]
45,7,Foraging,Waiting Area,Adult,{5;1},{0;5;1;4},[3120.3550206534564;29465.190281957388;-9143.484196439385]
45,5,Interacting with foreign object,Foraging,Adult,{0;1;4;7},{0;1;4;7},[1450.938533866778;26617.724078685045;-9823.73081908375]
45,0,Foraging,Foraging,Adult,{5;1;4},{5;4;1;7},[-407.78135282563744;27345.88053065166;-9259.122605528682]
45,1,Interacting with foreign object,Foraging,Adult,{0;5;4;7},{0;5;4;7},[2398.8499913960695;28185.18080934882;-9474.762654263526]
45,4,Foraging,Foraging,Adult,{0;5;1},{0;5;1;7},[404.18627873057267;25156.827029014006;-10104.98990583606]
46,7,Foraging,Waiting Area,Adult,{5},{0;5;4},[3152.4648177123163;29638.350289799273;-9083.042590515688]
46,5,Interacting with foreign object,Foraging,Adult,{0;4;7},{0;4;7},[1424.6450867634267;26671.476148612797;-9804.177850503474]
46,0,Foraging,Foraging,Adult,{5;4},{5;4;7},[-407.78135282563744;27345.88053065166;-9259.122605528682]
46,4,Foraging,Foraging,Adult,{0;5},{0;5;7},[340.6790240855771;25151.713444989175;-10094.33920959197]
