Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
28,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
29,0,Dig burrow,Sand Area,Adult,{},{1},[-38115.62377938628;65514.1357024014;19995.31684434414]
29,1,Dig burrow,Sand Area,Adult,{},{0},[-39111.30760964379;64628.811994533986;12170.94915719051]
29,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
29,3,Groom,Around Mound,Adult,{},{5;4},[-48359.35048085451;62345.69461989403;-7381.457389954478]
29,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
29,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
30,0,Dig burrow,Sand Area,Adult,{},{},[-38044.166891396046;65547.81573826075;20092.029574930668]
30,1,Dig burrow,Sand Area,Adult,{},{},[-44114.872596517205;63415.70088235289;13435.110224382952]
30,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
30,3,Groom,Around Mound,Adult,{},{5;4},[-48359.35048085451;62345.69461989403;-7381.457389954478]
30,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
30,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
31,0,Dig burrow,Sand Area,Adult,{},{},[-37720.82988411188;65648.06487864256;20289.258061908185]
31,1,Dig burrow,Sand Area,Adult,{},{},[-47292.074808597565;62867.19116687775;14815.941923499107]
31,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
31,3,Groom,Around Mound,Adult,{},{5;4},[-48359.35048085451;62345.69461989403;-7381.457389954478]
31,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
31,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
32,0,Dig burrow,Sand Area,Adult,{},{},[-37227.2857427001;65819.47306224704;20406.16904887557]
32,1,Dig burrow,Sand Area,Adult,{},{},[-48201.930208444595;62703.8020721674;14459.651795669459]
32,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
32,3,Sunbathe,Around Mound,Adult,{},{4},[-48553.43977856636;62318.40146589279;-7391.189931750298]
32,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
32,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
33,0,Dig burrow,Sand Area,Adult,{},{},[-37141.07920253277;65846.75058075786;20412.81774559617]
33,1,Dig burrow,Sand Area,Adult,{},{},[-46419.597088217735;62983.82045930624;14023.114604353905]
33,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
33,3,Groom,Around Mound,Adult,{},{5;4},[-48455.15134423971;62332.13276177645;-7386.33504877612]
33,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
33,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
34,0,Dig burrow,Sand Area,Adult,{},{},[-37415.03788805008;65775.69459927082;20493.274757437408]
34,1,Dig burrow,Sand Area,Adult,{},{},[-43496.6377591826;63514.30206859484;12920.39731479343]
34,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
34,3,Groom,Around Mound,Adult,{},{5;4},[-48455.15134423971;62332.13276177645;-7386.33504877612]
34,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
34,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
35,0,Dig burrow,Sand Area,Adult,{},{},[-37008.45756389201;65855.94418554008;20139.411110050976]
35,1,Dig burrow,Sand Area,Adult,{},{},[-42814.39424133301;63611.907623291016;11801.64869594574]
35,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
35,3,Groom,Around Mound,Adult,{},{5;4},[-48455.15134423971;62332.13276177645;-7386.33504877612]
35,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
35,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
36,0,Dig burrow,Sand Area,Adult,{},{},[-35659.008356779814;66309.10675260425;20217.720791079104]
36,1,Dig burrow,Sand Area,Adult,{},{},[-38133.52461013198;64797.1535564363;10388.799984939396]
36,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
36,3,Groom,Around Mound,Adult,{},{5;4},[-48455.15134423971;62332.13276177645;-7386.33504877612]
36,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
36,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
37,0,Dig burrow,Sand Area,Adult,{},{},[-35277.922430962324;66409.60383364558;19961.716668106616]
37,1,Dig burrow,Sand Area,Adult,{},{},[-37564.178595259786;64958.623986337334;10750.783198402263]
37,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
37,3,Groom,Around Mound,Adult,{},{5;4},[-48455.15134423971;62332.13276177645;-7386.33504877612]
37,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
37,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
38,0,Dig burrow,Sand Area,Adult,{},{1},[-33342.05110582709;66927.32035474479;18964.826194990426]
38,1,Dig burrow,Sand Area,Adult,{},{0},[-36128.94802713394;65386.214403152466;11836.260253369808]
38,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17692.357283622026;64956.276721060276;-32869.522221684456]
38,3,Sunbathe,Around Mound,Adult,{},{5;4},[-48359.35048085451;62345.69461989403;-7381.457389954478]
38,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
38,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
39,7,Moving,Mound,Adult,{},{},[-29598.648004084826;57499.63138061762;-18103.772270590067]
39,0,Dig burrow,Sand Area,Adult,{},{},[-29245.217011108994;69352.34257230163;23704.01000764221]
39,1,Dig burrow,Sand Area,Adult,{},{},[-35560.77432075143;65544.89160256088;12197.366048108786]
39,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17784.316561944783;64967.69714780152;-32884.445811368525]
39,3,Sunbathe,Around Mound,Adult,{},{5;4},[-48359.35048085451;62345.69461989403;-7381.457389954478]
39,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
39,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
40,7,Low sitting/standing (stationary),Mound,Adult,{},{},[-27591.840007930994;58097.38393628597;-20026.69701117277]
40,0,Dig burrow,Sand Area,Adult,{},{},[-29340.748463172466;68961.75452077389;21530.497313592583]
40,1,Dig burrow,Sand Area,Adult,{},{},[-35560.77432075143;65544.89160256088;12197.366048108786]
40,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17784.316561944783;64967.69714780152;-32884.445811368525]
40,3,High sitting/standing (Vigilant),Around Mound,Adult,{},{4},[-48912.72759909183;62222.94465193525;-7318.375817907974]
40,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
40,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
41,7,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27588.763235298917;58096.75728141144;-19949.517045542598]
41,0,Low sitting/standing (stationary),Sand Area,Adult,{},{},[-30273.151670724154;68101.61805897951;19021.62442434579]
41,1,Dig burrow,Sand Area,Adult,{},{},[-35639.66412329674;65520.89625811577;12109.711499750614]
41,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17784.316561944783;64967.69714780152;-32884.445811368525]
41,3,High sitting/standing (Vigilant),Around Mound,Adult,{},{4},[-48912.72759909183;62222.94465193525;-7318.375817907974]
41,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
41,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
42,7,Raised Guarding (Vigilant),Mound,Adult,{},{},[-27588.763235298917;58096.75728141144;-19949.517045542598]
42,0,Dig burrow,Sand Area,Adult,{},{},[-29270.244186401367;68525.75506591797;18845.218128204346]
42,1,Dig burrow,Sand Area,Adult,{},{},[-35639.66412329674;65520.89625811577;12109.711499750614]
42,2,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17784.316561944783;64967.69714780152;-32884.445811368525]
42,3,Moving,Around Mound,Adult,{},{5;4},[-48354.0811201036;62338.39098584652;-7550.323961446062]
42,4,High sitting/standing (Vigilant),Around Mound,Adult,{5},{3;5},[-44366.57677410543;59198.63929339126;-13128.377111753449]
42,5,High sitting/standing (Vigilant),Around Mound,Adult,{4},{3;4},[-42404.88405150175;60998.900441259146;-12437.283203065395]
