Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
35,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24261.96218276024;39540.744017362595;-23854.257154762745]
36,2,Low sitting/standing (stationary),Background,Adult,{},{},[37374.997044980526;38326.09856387973;-21731.57211562991]
36,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24314.756716251373;39520.070670604706;-23858.783378362656]
37,2,Low sitting/standing (stationary),Background,Adult,{},{},[37374.997044980526;38326.09856387973;-21731.57211562991]
37,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24346.983618609607;39471.44242322445;-23908.838699407876]
38,2,Low sitting/standing (stationary),Background,Adult,{},{},[37435.989767074585;38312.412660598755;-21742.7504529953]
38,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24346.983618609607;39471.44242322445;-23908.838699407876]
39,2,Low sitting/standing (stationary),Background,Adult,{},{},[37496.16240116581;38295.82961669937;-21753.501630889252]
39,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24297.277441978455;39493.47921395302;-23906.323291659355]
40,2,Moving,Background,Adult,{},{},[37646.428752720356;38295.05062171817;-21790.2580807209]
40,0,Low sitting/standing (stationary),Foraging,Adult,{},{},[24055.4576837942;39617.14525490999;-23897.423827789724]
41,0,Low sitting/standing (stationary),Foraging,Adult,{},{},[23860.18304562755;39709.14782408252;-23887.35001638718]
42,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[23918.518366936594;39704.065167710185;-23837.175447817892]
43,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
44,0,High sitting/standing (Vigilant),Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
45,0,Moving,Foraging,Adult,{},{},[25451.72572810948;39616.693816289306;-22399.937122158706]
46,0,Moving,Background,Adult,{},{},[31027.12834378518;39112.116201519966;-21735.217605361715]
48,0,Moving,Background,Adult,{},{},[37440.20627629757;38234.78994371742;-21965.122679378837]
55,5,Moving,Background,Adult,{},{},[37710.29237650335;38200.13645210862;-22083.138573616743]
57,6,Moving,Background,Adult,{},{},[37412.64711308479;38287.69335055351;-21790.5104957819]
59,6,Moving,Background,Adult,{},{},[32156.01481425762;38853.5659763813;-21996.048927217722]
60,6,Moving,Foraging,Adult,{},{},[24403.73296070099;39567.98804718256;-23592.808359235525]
61,6,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24092.345718607306;39676.76177230477;-23681.95529831946]
62,6,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24191.463025590405;39632.83639574796;-23690.707721443847]
63,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[24290.53090815991;39587.862789001316;-23696.446560023353]
64,6,Moving,Foraging,Adult,{},{},[24341.150459885597;39565.29251623154;-23698.836316227913]
65,6,Moving,Foraging,Adult,{},{},[24208.30348610878;39660.93786868453;-23582.48991522193]
66,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[24029.109152525663;39782.71556329727;-23526.14262369275]
67,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[24015.550978660583;39761.53284263611;-23575.604434132576]
68,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[24004.19084019959;39739.76159065962;-23626.67508561164]
69,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[23947.869171142578;39752.37134552002;-23679.165744781494]
70,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[23904.42465377599;39785.86824764311;-23621.188682947308]
71,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[23917.609174568206;39806.16941205785;-23569.18074751459]
72,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[24143.02003645152;39762.281017288566;-23421.879493393004]
73,6,Low sitting/standing (stationary),Foraging,Adult,{},{},[24070.721658959985;39850.55747175217;-23256.01244514063]
74,6,Moving,Background,Adult,{},{},[33457.26976901293;38710.839929401875;-21852.45271486044]
94,8,Moving,Background,Adult,{},{},[56582.98135447502;39037.987163841724;-20078.273354828358]
104,9,Moving,Background,Adult,{},{},[40846.50243727863;37211.52975303307;-25959.327831447124]
105,9,Moving,Background,Adult,{},{},[41065.622437343;37211.56764136255;-26011.157495737076]
113,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24297.277441978455;39493.47921395302;-23906.323291659355]
114,5,Low sitting/standing (stationary),Background,Adult,{},{},[39007.22591777146;38288.3513802588;-21753.43835621327]
114,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24250.009723933414;39519.33076034114;-23903.07529715076]
115,5,Low sitting/standing (stationary),Background,Adult,{},{},[39007.22591777146;38288.3513802588;-21753.43835621327]
115,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
116,5,Low sitting/standing (stationary),Background,Adult,{},{},[39007.22591777146;38288.3513802588;-21753.43835621327]
116,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
117,5,Low sitting/standing (stationary),Background,Adult,{},{},[39007.22591777146;38288.3513802588;-21753.43835621327]
117,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
118,5,Low sitting/standing (stationary),Background,Adult,{},{},[39080.148371394724;38282.90964373946;-21767.899208862334]
118,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24250.009723933414;39519.33076034114;-23903.07529715076]
119,5,Low sitting/standing (stationary),Background,Adult,{},{},[39080.148371394724;38282.90964373946;-21767.899208862334]
119,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[23860.18304562755;39709.14782408252;-23887.35001638718]
120,5,Low sitting/standing (stationary),Background,Adult,{},{},[39080.148371394724;38282.90964373946;-21767.899208862334]
120,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[23880.673778295517;39745.630751132965;-23783.26841211319]
121,5,Low sitting/standing (stationary),Background,Adult,{},{},[39080.148371394724;38282.90964373946;-21767.899208862334]
121,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
122,5,Low sitting/standing (stationary),Background,Adult,{},{},[39147.40000343323;38274.377992630005;-21782.215806484222]
122,11,Moving,Foraging,Adult,{},{},[24290.53090815991;39587.862789001316;-23696.446560023353]
123,5,Low sitting/standing (stationary),Background,Adult,{},{11},[39080.148371394724;38282.90964373946;-21767.899208862334]
123,11,Moving,Background,Adult,{},{5},[33119.640409469604;38640.35218477249;-22292.31285429001]
124,5,Low sitting/standing (stationary),Background,Adult,{11},{11},[39080.148371394724;38282.90964373946;-21767.899208862334]
124,11,Moving,Background,Adult,{5},{5},[37398.00966666639;38352.520303189754;-21623.44765906036]
125,5,Low sitting/standing (stationary),Background,Adult,{11},{11},[39147.40000343323;38274.377992630005;-21782.215806484222]
125,11,Moving,Background,Adult,{5},{5},[37975.89391930401;37845.76869952679;-22829.959533013403]
126,5,Low sitting/standing (stationary),Background,Adult,{11},{11},[39147.40000343323;38274.377992630005;-21782.215806484222]
126,11,Moving,Background,Adult,{5},{5},[39525.482979655266;37418.765249967575;-25599.28914231062]
127,5,Low sitting/standing (stationary),Background,Adult,{},{11},[39147.40000343323;38274.377992630005;-21782.215806484222]
127,11,Low sitting/standing (stationary),Background,Adult,{},{5},[40013.3639895916;37321.163903564215;-25989.00751698017]
129,5,Moving,Background,Adult,{},{11},[34832.51215317845;38457.12672770023;-22056.93546541035]
129,11,Moving,Background,Adult,{},{5},[39680.338463656604;37284.298053108156;-26016.18336550519]
130,5,Low sitting/standing (stationary),Background,Adult,{},{11},[33200.39250759035;38369.53463175893;-23200.271889306605]
130,11,Moving,Background,Adult,{},{5},[38354.773334503174;37303.92535559833;-24388.055649131536]
131,5,Low sitting/standing (stationary),Background,Adult,{},{},[33261.7901032269;38358.389554172754;-23212.940399706364]
132,5,Low sitting/standing (stationary),Background,Adult,{},{},[33261.7901032269;38358.389554172754;-23212.940399706364]
133,5,Low sitting/standing (stationary),Background,Adult,{},{},[33325.69074614346;38348.37717154622;-23226.601014353335]
134,5,Low sitting/standing (stationary),Background,Adult,{},{},[33333.57469044998;38359.27622985095;-23171.531138157472]
135,5,Low sitting/standing (stationary),Background,Adult,{},{},[33333.57469044998;38359.27622985095;-23171.531138157472]
136,5,Low sitting/standing (stationary),Background,Adult,{},{11},[33333.57469044998;38359.27622985095;-23171.531138157472]
136,11,Moving,Foraging,Adult,{},{5},[25987.525295980275;39447.25811427832;-22591.515938967466]
137,5,Low sitting/standing (stationary),Background,Adult,{},{},[33333.57469044998;38359.27622985095;-23171.531138157472]
137,11,Moving,Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
138,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
138,11,Raised Guarding (Vigilant),Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
139,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
139,11,Raised Guarding (Vigilant),Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
140,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
140,11,Raised Guarding (Vigilant),Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
141,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
141,11,Raised Guarding (Vigilant),Foraging,Adult,{},{},[23979.58461951092;39698.066520147026;-23786.720333527774]
142,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
142,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24074.90093767643;39648.348854243755;-23791.615687966347]
143,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
143,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24125.91791397333;39626.34294098616;-23795.42506790161]
144,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
144,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[23889.197197020054;39759.456876039505;-23730.569118589163]
145,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
145,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[23995.79403628409;39727.69144798815;-23680.42688202858]
146,5,Low sitting/standing (stationary),Background,Adult,{},{},[33425.93261706829;38484.63139356673;-22687.227693900466]
146,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24015.550978660583;39761.53284263611;-23575.604434132576]
147,5,Low sitting/standing (stationary),Background,Adult,{},{},[33437.36048415303;38499.64538104087;-22633.366315074265]
147,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24015.550978660583;39761.53284263611;-23575.604434132576]
148,5,Low sitting/standing (stationary),Background,Adult,{},{},[33437.36048415303;38499.64538104087;-22633.366315074265]
148,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[24061.860202824697;39732.565367504954;-23575.23786363192]
149,5,Low sitting/standing (stationary),Background,Adult,{},{},[33437.36048415303;38499.64538104087;-22633.366315074265]
149,11,High sitting/standing (Vigilant),Foraging,Adult,{},{},[23967.568796478212;39787.86672137678;-23574.14193347469]
150,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
150,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[23955.46031577885;39764.97147671878;-23625.685290642083]
151,5,Low sitting/standing (stationary),Background,Adult,{},{},[33343.800846114755;38469.02457033098;-22781.809754125774]
151,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24074.90093767643;39648.348854243755;-23791.615687966347]
152,5,Low sitting/standing (stationary),Background,Adult,{},{},[33416.05509072542;38469.56664747;-22739.796490579844]
152,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24065.320562705398;39632.443120360374;-23843.94156561792]
153,5,Low sitting/standing (stationary),Background,Adult,{},{},[33437.36048415303;38499.64538104087;-22633.366315074265]
153,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24115.74097887799;39610.7290116325;-23846.796692728996]
154,5,Low sitting/standing (stationary),Background,Adult,{},{},[33480.73288087174;38554.88275510073;-22479.698057692498]
154,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24065.320562705398;39632.443120360374;-23843.94156561792]
155,5,Low sitting/standing (stationary),Background,Adult,{},{},[33408.514412879944;38552.206597328186;-22520.80549764633]
155,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24065.320562705398;39632.443120360374;-23843.94156561792]
156,5,Low sitting/standing (stationary),Background,Adult,{},{12},[33332.05070859194;38545.30181230605;-22561.114888586104]
156,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24065.320562705398;39632.443120360374;-23843.94156561792]
156,12,Moving,Background,Adult,{},{5},[37642.68966498226;38129.910504207015;-22166.02114199847]
157,5,Moving,Background,Adult,{},{11},[29479.091130033135;38748.29369315505;-23408.86205677688]
157,11,Low sitting/standing (stationary),Foraging,Adult,{},{5},[24065.320562705398;39632.443120360374;-23843.94156561792]
158,11,Low sitting/standing (stationary),Foraging,Adult,{},{},[24164.524679038674;39586.97858288139;-23848.407130263746]
159,13,Low sitting/standing (stationary),Background,Adult,{},{},[37389.499348312616;38101.32580423355;-22154.61392071843]
160,11,Moving,Background,Adult,{},{13},[30983.12477053702;38958.10923945904;-22159.345003202558]
160,13,Low sitting/standing (stationary),Background,Adult,{},{11},[37645.674255371094;38211.96712231636;-22069.494892060757]
161,11,Moving,Background,Adult,{},{},[37696.64450471476;38266.46025649831;-21916.489009989426]
162,11,Low sitting/standing (stationary),Background,Adult,{},{},[37475.81170912832;38274.437252648175;-21803.05326020345]
164,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24297.277441978455;39493.47921395302;-23906.323291659355]
165,13,Low sitting/standing (stationary),Background,Adult,{},{},[37450.27316969633;38245.50961333513;-21908.132110714912]
165,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24297.277441978455;39493.47921395302;-23906.323291659355]
166,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24202.967004925013;39544.80299371481;-23901.70751130581]
167,13,Low sitting/standing (stationary),Background,Adult,{},{},[37440.20627629757;38234.78994371742;-21965.122679378837]
167,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
168,13,Low sitting/standing (stationary),Background,Adult,{},{},[37472.702098719776;38108.79035358131;-22178.211637537926]
168,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
169,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
170,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
171,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
172,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
173,13,Low sitting/standing (stationary),Background,Adult,{},{},[37943.02993221581;38207.90668940544;-22019.644130375236]
173,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
174,13,Low sitting/standing (stationary),Background,Adult,{},{},[37869.43066945672;38210.58814573288;-22001.5334450081]
174,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24155.65805126168;39570.73098082468;-23901.479799892753]
175,13,Low sitting/standing (stationary),Background,Adult,{},{},[37727.56929397583;38218.609793663025;-22030.04495382309]
175,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24107.033351540565;39595.07540935278;-23900.271738693118]
176,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24107.033351540565;39595.07540935278;-23900.271738693118]
177,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24055.4576837942;39617.14525490999;-23897.423827789724]
178,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24055.4576837942;39617.14525490999;-23897.423827789724]
179,13,Low sitting/standing (stationary),Background,Adult,{},{},[37622.228845238686;38186.6401514411;-22116.561558544636]
179,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24055.4576837942;39617.14525490999;-23897.423827789724]
180,14,Low sitting/standing (stationary),Foraging,Adult,{},{},[24055.4576837942;39617.14525490999;-23897.423827789724]
181,13,Moving,Background,Adult,{},{},[37097.244418382645;38353.402695417404;-21548.747617721558]
182,13,High sitting/standing (Vigilant),Background,Adult,{17},{17},[36461.465005889535;38476.11825232953;-21430.403328955173]
182,14,Moving,Foraging,Adult,{},{},[23753.75511519611;39744.03420768678;-23874.45986828953]
182,17,Moving,Background,Adult,{13},{13},[37869.43066945672;38210.58814573288;-22001.5334450081]
183,14,Moving,Foraging,Adult,{},{},[19969.610471945256;41664.92382122576;-22603.75119059533]
183,17,Moving,Background,Adult,{},{},[29565.83414974995;39553.59957354143;-20970.237021323293]
184,19,Moving,Foraging,Adult,{17},{17},[16852.695088386536;44050.90090665221;-16961.443037122488]
184,17,Moving,Foraging,Adult,{19},{19},[14317.629586458206;43258.93351769447;-18202.548945188522]
185,17,High sitting/standing (Vigilant),Foraging,Adult,{21},{21},[14684.220618717372;43307.5275452584;-18228.260628122836]
185,21,High sitting/standing (Vigilant),Foraging,Adult,{17},{17},[13567.204771891236;43321.32381464541;-17669.024584919214]
186,19,Low sitting/standing (stationary),Waiting Area,Adult,{21;13},{17;13;21},[12085.965474553406;46069.83148482442;-16321.68777101487]
186,17,High sitting/standing (Vigilant),Foraging,Adult,{21;13},{21;13;19},[14995.429122140631;43264.229254834354;-18573.810811057687]
186,21,High sitting/standing (Vigilant),Foraging,Adult,{17;13;19},{17;13;19},[13778.524713482708;43522.35743106902;-17360.630652308464]
186,13,Moving,Foraging,Adult,{17;21;19},{17;21;19},[11988.959709458053;43418.44036989659;-17599.578042402864]
187,19,Low sitting/standing (stationary),Waiting Area,Adult,{21},{17;13;21},[12009.847209513187;46223.56338495016;-16355.509800747037]
187,17,High sitting/standing (Vigilant),Foraging,Adult,{21;13},{21;13;19},[15065.335042428225;43296.40283896774;-18597.343712357804]
187,21,High sitting/standing (Vigilant),Foraging,Adult,{17;13;19},{17;13;19},[13699.43710320443;43366.31112900376;-17648.81937749684]
187,13,Moving,Waiting Area,Adult,{17;21},{17;21;19},[16360.350578095764;44509.60584385693;-16347.238318454474]
188,17,High sitting/standing (Vigilant),Foraging,Adult,{21},{21},[14985.927115049213;43246.482494309545;-18625.656180705875]
188,21,High sitting/standing (Vigilant),Foraging,Adult,{17},{17},[13812.281415060163;43363.596533898264;-17668.75333772227]
188,13,Moving,Waiting Area,Adult,{},{},[22349.21697358042;48325.86980943009;-17222.05871864222]
189,17,High sitting/standing (Vigilant),Foraging,Adult,{21},{21},[14911.915811546147;43216.50184826553;-18660.367601506412]
189,21,High sitting/standing (Vigilant),Foraging,Adult,{17},{17},[13871.250953610986;43361.90304902196;-17677.796591952443]
189,13,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[23885.964481830597;48656.76427268982;-17403.232622623444]
190,17,High sitting/standing (Vigilant),Foraging,Adult,{21},{21},[14853.67309486121;43217.66460836679;-18649.066715884954]
190,21,High sitting/standing (Vigilant),Foraging,Adult,{17},{17},[13640.748444478959;43483.81124590337;-17441.07709584385]
190,13,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[22613.916488289833;48559.95112067461;-17070.490993499756]
