Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
6,5,None,Sand Area,Pup,{4;7},{0;7;4;2},[-35306.92513561249;65774.11664772034;14314.945608615875]
6,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
6,7,None,Sand Area,Pup,{5;4},{0;5;4;2},[-34931.63009056449;65989.1033448875;15317.681123748422]
7,0,Moving,Sand Area,Adult,{},{5;4;7},[-32204.18082586676;67303.42426684499;18584.629987575114]
7,2,High sitting/standing (Vigilant),Sand Area,Adult,{},{5;4;7},[-32432.001892201602;66273.11782893538;9813.689840171486]
7,4,Interact with pup,Sand Area,Adult,{5;7},{0;5;7;2},[-35549.78586292267;65901.83383178711;16891.779986977577]
7,5,None,Sand Area,Pup,{4;7},{0;7;4;2},[-35474.639667630196;65726.18665385246;14311.253079414368]
7,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
7,7,None,Sand Area,Pup,{5;4},{0;5;4;2},[-35442.469126202166;65825.1669877842;15377.41550495848]
8,0,Moving,Sand Area,Adult,{3},{3;1;2},[-28140.18856494315;68131.53210373968;12353.232463483699]
8,1,Interact with pup,Sand Area,Adult,{5;2},{0;3;5;2;7;4},[-34858.232211470604;65733.25500702858;11964.745139792562]
8,2,High sitting/standing (Vigilant),Sand Area,Adult,{1},{0;3;5;7;1;4},[-32432.001892201602;66273.11782893538;9813.689840171486]
8,3,Interact with pup,Sand Area,Adult,{0},{0;5;2;7;1;4},[-31012.562293305993;67307.89199453592;14398.247881241143]
8,4,Moving,Sand Area,Adult,{5;7},{3;5;2;7;1},[-37345.31441129744;65292.71259568632;15478.057308036834]
8,5,None,Sand Area,Pup,{1;4;7},{3;2;7;1;4},[-35725.96209541708;65646.0244243592;14297.315271599218]
8,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
8,7,None,Sand Area,Pup,{5;4},{3;5;2;1;4},[-36387.03303579986;65603.92796875536;16051.288684269413]
9,1,Carry pup,Sand Area,Adult,{5},{3;5;2;7;4},[-36741.347665160894;65238.556455135345;11902.642116695642]
9,2,High sitting/standing (Vigilant),Sand Area,Adult,{},{3;1;7},[-32432.001892201602;66273.11782893538;9813.689840171486]
9,3,Interact with pup,Sand Area,Adult,{7},{5;1;7;2},[-33299.19707302749;66526.50426077843;14876.093311168253]
9,4,Dig burrow,Sand Area,Adult,{5},{5;1;7},[-41386.4951300025;63981.23801989108;11581.734005445614]
9,5,None,Sand Area,Pup,{1;4},{3;1;4;7},[-40049.55677202344;64337.62581214309;12222.595828697085]
9,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
9,7,None,Sand Area,Pup,{3},{3;5;2;1;4},[-36596.53605270386;65553.42491996288;16397.149763941765]
10,1,Carry pup,Sand Area,Adult,{},{5;7},[-42171.36090636253;63796.19481539726;12339.8974339962]
10,2,Low sitting/standing (stationary),Sand Area,Adult,{},{3;7},[-31829.292333524674;66520.83321090043;10362.21985210292]
10,3,Moving,Sand Area,Adult,{7},{7;2},[-34202.758143782616;66235.56085395813;14656.109691739082]
10,5,None,Sand Area,Pup,{},{1},[-46819.005743891;62788.765982449055;8311.108134135604]
10,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
10,7,None,Sand Area,Pup,{3},{3;1;2},[-36073.11954164505;65696.95495700836;16329.638112902641]
11,0,Interact with pup,Sand Area,Adult,{7;2},{7;2},[-34108.97950986028;66277.36383491755;14487.133100479841]
11,1,Carry pup,Sand Area,Adult,{},{4},[-51922.26143787801;62126.00749678165;12796.137215532362]
11,2,Dig burrow,Sand Area,Adult,{0},{0;7},[-31149.13810045272;67388.86995762587;15472.521527219564]
11,3,Moving,Sand Area,Adult,{},{4;7},[-41790.010752245784;63886.81898459792;12088.378134574741]
11,4,Moving,Sand Area,Adult,{},{3;1},[-46973.10427236557;62752.75381465256;6773.965034240857]
11,5,None,Sand Area,Pup,{},{},[-55300.6848462075;61190.70343415439;4232.632327914238]
11,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
11,7,None,Sand Area,Pup,{0},{0;3;2},[-35733.40537214279;65803.32755732536;16345.205447494984]
12,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{3;7;2},[-34274.71443474293;65856.91649019718;11297.76498413086]
12,1,Carry pup,Sand Area,Adult,{},{5;4},[-56732.07447435334;60962.74942135066;6190.924664320424]
12,2,Interact with pup,Sand Area,Adult,{7},{0;7},[-32478.09606486559;66934.66732645035;15391.785402029753]
12,3,Moving,Sand Area,Adult,{},{0;7},[-40609.87839079648;64396.4483718276;15107.883155230433]
12,4,Moving,Sand Area,Adult,{},{5;1},[-53001.11037136614;61627.62646500766;2998.923919205554]
12,5,None,Sand Area,Pup,{},{1;4},[-56499.58228588104;60435.95172166824;246.08457046188414]
12,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
12,7,None,Sand Area,Pup,{2},{0;3;2},[-35733.40537214279;65803.32755732536;16345.205447494984]
13,10,Low sitting/standing (stationary),Sand Area,Adult,{},{},[-50288.039596915245;62540.52791571617;17865.368465721607]
13,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{7;2},[-33922.166757792234;65951.62410360575;11139.27566230297]
13,1,Carry pup,Sand Area,Adult,{},{5;4},[-57422.37597036362;60577.51642417908;5120.786137580872]
13,2,Interact with pup,Sand Area,Adult,{7},{0;3;7},[-34224.80805056542;66332.93983270228;16258.394972236827]
13,3,Moving,Sand Area,Adult,{},{7;2},[-41410.673697680235;64250.193448245525;15712.238218210638]
13,4,Moving,Sand Area,Adult,{5},{5;1},[-53172.78384415805;61572.07041224837;2907.306345711462]
13,5,None,Sand Area,Pup,{4},{1;4},[-55130.51139652729;61007.05137337744;802.7632663995028]
13,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
13,7,None,Sand Area,Pup,{2},{0;3;2},[-35643.38671981543;65777.27284947038;15633.073590043]
14,10,Moving,Sand Area,Adult,{},{5;1},[-56962.85929620266;61036.37483024597;7933.023169964552]
14,0,High sitting/standing (Vigilant),Sand Area,Adult,{2},{7;2},[-33269.58595576882;66152.94166499376;11339.837314225733]
14,1,Carry pup,Sand Area,Adult,{5},{10;5;4},[-54795.49104976654;61287.77006530762;3898.2742797136307]
14,2,Moving,Sand Area,Adult,{0;7},{0;3;7},[-34825.59874131903;65945.46526274085;14518.993979443796]
14,3,Moving,Sand Area,Adult,{},{7;2},[-41781.565463617444;63987.32764591277;14182.527199912816]
14,4,Moving,Sand Area,Adult,{5},{5;1},[-49692.362871170044;62222.07766914368;2390.7904905974865]
14,5,None,Sand Area,Pup,{1;4},{10;1;4},[-51984.31613600254;61810.731749892235;2167.2516757026315]
14,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
14,7,None,Sand Area,Pup,{2},{0;3;2},[-35521.43428206444;65847.58514788747;15999.902721866965]
15,10,Moving,Left Sticks Area,Adult,{},{},[-63745.204824090004;58385.27993500233;-3033.474149622023]
15,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{3;7},[-33299.702602505684;66156.1001663208;11683.153438329697]
15,1,Carry pup,Sand Area,Adult,{},{5;4},[-55153.80495533347;61314.1170027554;5274.541397701949]
15,2,Moving,Sand Area,Adult,{},{},[-38639.59392943978;64703.111935824156;5038.381162464619]
15,3,Interact with pup,Sand Area,Adult,{7},{0;7},[-38529.6557071656;64937.0336563997;15343.379864834249]
15,4,Low sitting/standing (stationary),Sand Area,Adult,{5},{5;1},[-49343.290211975574;62265.87443071604;3244.0090952143073]
15,5,None,Sand Area,Pup,{4},{1;4},[-51407.76790633798;61914.98353403807;2179.9035937879235]
15,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
15,7,None,Sand Area,Pup,{3},{0;3},[-35679.17954465002;65792.2372173965;15901.095853004605]
16,10,Moving,Left Sticks Area,Adult,{},{},[-56716.00119328499;58543.56029701233;-9886.915948987007]
16,0,Interact with pup,Sand Area,Adult,{},{3;7},[-32868.75591519475;66759.70815198123;15271.076176166534]
16,1,Carry pup,Sand Area,Adult,{},{5;4},[-54324.46914934367;61441.745670586824;4773.3249385450035]
16,2,Low sitting/standing (stationary),Around Mound,Adult,{},{},[-38514.18110669777;64681.15371277183;3353.7039691659156]
16,3,Moving,Sand Area,Adult,{7},{0;7},[-39363.06958770752;64696.660385131836;15051.138011932373]
16,4,Low sitting/standing (stationary),Sand Area,Adult,{5},{5;1},[-49343.290211975574;62265.87443071604;3244.0090952143073]
16,5,None,Sand Area,Pup,{4},{1;4},[-49361.48124280572;62264.54874098301;3496.6347757512704]
16,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
16,7,None,Sand Area,Pup,{3},{0;3},[-36840.509320132434;65423.16981522739;15671.61989762634]
17,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54579.935854665935;58955.29261936247;-10633.958548894152]
17,0,Dig burrow,Sand Area,Adult,{},{7},[-33459.86682021618;66592.6884431839;16125.348573058844]
17,1,Carry pup,Sand Area,Adult,{},{5;4},[-53491.217050135136;61572.15043836832;4186.962978258729]
17,2,Moving,Around Mound,Adult,{},{4},[-40397.71146991849;64206.73036399484;2795.2724232990295]
17,3,Moving,Sand Area,Adult,{},{7},[-41902.66080202907;63860.86198202893;12345.373397706077]
17,4,Moving,Sand Area,Adult,{5},{5;1;2},[-47849.756389796734;62537.877600967884;3613.2702102977782]
17,5,None,Sand Area,Pup,{4},{1;4},[-48943.103589981794;62320.64826774597;1388.8990141404793]
17,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
17,7,None,Sand Area,Pup,{},{0;3},[-37726.13416285813;65191.797796007246;15814.048845537007]
18,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54671.86653716862;58936.9593995288;-10635.108615897596]
18,0,Interact with pup,Sand Area,Adult,{7},{7},[-35655.36722545326;66008.08691731095;18162.924529068172]
18,1,Carry pup,Sand Area,Adult,{},{3;5;4},[-53515.513470336795;61577.34638167173;4443.727760029957]
18,2,Moving,Around Mound,Adult,{4},{3;5;4},[-44539.55943823606;63107.809401743114;1749.0613167895935]
18,3,Moving,Sand Area,Adult,{},{5;1;4;2},[-49539.35101604462;62317.80918812752;7764.674597583711]
18,4,Low sitting/standing (stationary),Sand Area,Adult,{5;2},{3;1;5;2},[-47507.79512411356;62597.55494970083;4214.844623371959]
18,5,None,Sand Area,Pup,{4},{3;1;4;2},[-49063.30228172243;62302.3454734087;1809.2679101623362]
18,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
18,7,None,Sand Area,Pup,{0},{0},[-37957.04716139287;65038.75355232507;15087.840984923765]
19,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54671.86653716862;58936.9593995288;-10635.108615897596]
19,0,Interact with pup,Sand Area,Adult,{7},{7},[-35932.30685968697;65940.42482541502;18334.47383257374]
19,2,Interact with pup,Around Mound,Adult,{5},{5;4},[-45278.44487148523;62976.052501142025;1647.4102215440944]
19,3,Moving,Sand Area,Adult,{},{5;4},[-51630.199213698506;61962.319050461054;7307.4963369537145]
19,4,Moving,Sand Area,Adult,{},{3;2},[-45934.94710855186;62962.40207019448;8839.927674874663]
19,5,None,Sand Area,Pup,{2},{3;2},[-49006.06013223529;62305.29970252514;793.2721673017368]
19,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17700.958977105096;65003.20140745118;-32705.13948477246]
19,7,None,Sand Area,Pup,{0},{0},[-37765.4332947731;65070.146220088005;15004.690756261349]
20,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54671.86653716862;58936.9593995288;-10635.108615897596]
20,0,Interact with pup,Sand Area,Adult,{},{7},[-35492.17232897878;66142.91123130918;18726.065622501075]
20,1,Carry pup,Sand Area,Adult,{2},{5;2},[-47399.63622775674;62566.89888590574;3028.732585639693]
20,2,Moving,Sand Area,Adult,{1},{5;1},[-44743.67921420932;63179.535486251116;5542.8295523151755]
20,3,Dig burrow,Sand Area,Adult,{},{4},[-50956.83750309795;62295.00728991628;14557.204319350421]
20,4,Dig burrow,Sand Area,Adult,{},{3},[-46552.24295736477;63263.47030360997;19038.590589359403]
20,5,None,Around Mound,Pup,{},{1;2},[-43532.712220788;63235.31770405918;768.0342423652764]
20,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
20,7,None,Sand Area,Pup,{},{0},[-37594.48926204443;65116.98487600684;15010.460642918944]
21,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54732.57163274288;58881.99578849226;-10718.244713306427]
21,0,Interact with pup,Sand Area,Adult,{7},{7;2},[-34935.90588372946;66229.2508366853;17841.78174109012]
21,1,Interact with pup,Sand Area,Adult,{5},{5},[-46763.2332713604;62686.95472967625;1693.8568343296647]
21,2,Moving,Sand Area,Adult,{7},{0;4;7},[-39339.96704170108;64586.332638293505;12685.778550192714]
21,3,Dig burrow,Sand Area,Adult,{},{4},[-48751.43040622026;62819.82761722058;18578.5365793705]
21,4,Moving,Sand Area,Adult,{},{3;7;2},[-44754.41720543057;63316.22847663611;14911.981607240625]
21,5,None,Around Mound,Pup,{1},{1},[-43085.87343388051;63434.392597049475;1454.187759825727]
21,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
21,7,None,Sand Area,Pup,{0;2},{0;4;2},[-37443.93922770023;65205.517555475235;15026.927312776446]
22,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54732.57163274288;58881.99578849226;-10718.244713306427]
22,0,Dig burrow,Sand Area,Adult,{},{7;2},[-35215.93902693689;66376.00612594187;19591.972607299685]
22,1,Interact with pup,Sand Area,Adult,{5},{5},[-46672.880763914436;62705.35533609241;1697.710617722827]
22,2,Interact with pup,Sand Area,Adult,{7},{0;4;7},[-36827.319039940834;65255.7719521299;13633.422767763957]
22,3,Dig burrow,Sand Area,Adult,{},{},[-47476.289478853345;63110.2818082571;19492.63448677957]
22,4,Low sitting/standing (stationary),Sand Area,Adult,{},{7;2},[-41503.80069592595;64064.890027850866;14015.474093057215]
22,5,None,Around Mound,Pup,{1},{1},[-42986.70802698657;63449.300101753324;1371.5563543860335]
22,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
22,7,None,Sand Area,Pup,{2},{0;4;2},[-37280.43516257405;65282.564011245966;14949.662122681737]
23,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54816.5621319823;58855.44669692591;-10722.68737088982]
23,0,Dig burrow,Sand Area,Adult,{},{7;2},[-35417.45930622518;66340.38428249955;19766.26110226661]
23,1,Carry pup,Sand Area,Adult,{5},{5},[-46113.101445525885;62812.22368070111;1709.9879901980748]
23,2,Interact with pup,Sand Area,Adult,{7},{0;4;7},[-36752.14299032092;65342.5651345402;14342.286527588964]
23,3,Interact with pup,Sand Area,Adult,{},{4;7},[-44062.48763080686;63922.345341697335;19275.546525295824]
23,4,High sitting/standing (Vigilant),Sand Area,Adult,{},{3;7;2},[-42221.6920542717;63817.410991072655;12687.783592373133]
23,5,None,Around Mound,Pup,{1},{1},[-42824.366699799895;63420.76653265953;621.6285738807637]
23,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
23,7,None,Sand Area,Pup,{2},{0;3;4;2},[-37313.06904232502;65286.021921783686;15214.672956131399]
24,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54816.5621319823;58855.44669692591;-10722.68737088982]
24,0,Interact with pup,Sand Area,Adult,{7},{7;2},[-35303.91184684634;66268.19827273488;19114.30801062286]
24,1,Carry pup,Around Mound,Adult,{5},{5},[-38992.20670615882;64601.35628693551;3763.64556342992]
24,2,Moving,Sand Area,Adult,{7},{0;4;7},[-37042.818026930094;65174.265512257814;13272.74430140853]
24,3,Interact with pup,Sand Area,Adult,{},{4;7},[-43968.33535181731;63940.989819951355;19276.450251992792]
24,4,Low sitting/standing (stationary),Sand Area,Adult,{},{3;7;2},[-41454.60236027837;63985.62762878835;12188.183567684144]
24,5,None,Around Mound,Pup,{1},{1},[-36715.102615356445;65120.13730049133;3741.97084787488]
24,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
24,7,None,Sand Area,Pup,{0;2},{0;3;4;2},[-38076.34958117828;65215.855675153434;16975.7361776568]
25,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54816.5621319823;58855.44669692591;-10722.68737088982]
25,0,High sitting/standing (Vigilant),Sand Area,Adult,{7},{7;2},[-35547.54124854505;65969.70300424099;17437.376383930445]
25,1,Carry pup,Sand Area,Adult,{5},{5},[-31958.011520028114;66328.57886660099;8290.488528180867]
25,2,Moving,Sand Area,Adult,{},{0;3;4;7},[-38661.439858127385;64775.52661636844;13745.748047159053]
25,3,Interact with pup,Sand Area,Adult,{},{7;4;2},[-43593.70603233576;64006.34184831381;19279.30434936285]
25,4,Moving,Sand Area,Adult,{},{3;2},[-43176.1884842813;63546.89818752557;11713.85673569329]
25,5,None,Sand Area,Pup,{1},{1},[-31776.5033422485;66311.28456377983;7185.68838663958]
25,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
25,7,None,Sand Area,Pup,{0},{0;3;2},[-38154.65751314163;65281.55034637451;18144.960341215134]
26,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54902.15154647827;58830.60905456543;-10724.555327415466]
26,0,High sitting/standing (Vigilant),Sand Area,Adult,{7},{3;7},[-35435.53515911102;66053.63254022598;17814.12496495247]
26,1,Carry pup,Sand Area,Adult,{5},{5},[-28754.46953170374;67559.00153646618;9921.635839823633]
26,3,Moving,Sand Area,Adult,{},{0;4;7},[-41877.08839967847;64539.2803221643;20243.55138489604]
26,4,Dig burrow,Sand Area,Adult,{},{3},[-45979.69464418292;63339.823367506266;18405.271187886596]
26,5,None,Sand Area,Pup,{1},{1},[-29957.710038267076;67101.3045552373;9764.188461955637]
26,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
26,7,None,Sand Area,Pup,{0},{0;3},[-38051.50284940004;65298.1755887568;18058.682891488075]
27,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-54996.617035001516;58809.315789818764;-10727.151156298816]
27,0,Low sitting/standing (stationary),Sand Area,Adult,{7},{3;1;5;7},[-36411.60977587849;65488.60508475825;15063.3675159337]
27,1,Carry pup,Sand Area,Adult,{5},{0;5},[-29778.611109018326;67841.91824817657;15111.085082530975]
27,3,Moving,Sand Area,Adult,{7},{0;5;7},[-38014.1970628798;65532.78137157485;19908.236047383398]
27,5,None,Sand Area,Pup,{1},{0;1;3;7},[-31594.403233103454;67330.50530427694;16348.301162163727]
27,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
27,7,None,Sand Area,Pup,{0;3},{0;5;3},[-38051.50284940004;65298.1755887568;18058.682891488075]
28,10,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55081.54656010866;58784.077643983066;-10731.810829358175]
28,3,Moving,Sand Area,Adult,{5},{5;7},[-32651.847388941795;67326.61428418756;19864.011290114373]
28,5,None,Sand Area,Pup,{3},{3;7},[-31413.838645413518;67371.42051783204;16265.587703741156]
28,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
28,7,None,Sand Area,Pup,{},{3;5},[-38051.50284940004;65298.1755887568;18058.682891488075]
29,10,Moving,Left Sticks Area,Adult,{},{},[-53200.59246492386;60001.07612204552;-9567.468896210194]
29,1,Interact with pup,Sand Area,Adult,{7;2},{5;7;2},[-35542.88740994409;66262.22086413205;19481.147885235026]
29,2,Dig burrow,Sand Area,Adult,{1;7},{5;1;7},[-36975.520529109985;65431.664359707385;15938.895382871851]
29,3,Moving,Sand Area,Adult,{},{5},[-28399.865634977818;69434.8561744988;21931.955854929984]
29,5,None,Sand Area,Pup,{},{3;1;7;2},[-31220.115728855133;67407.44698524475;16095.889551401138]
29,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
29,7,None,Sand Area,Pup,{1;2},{5;1;2},[-37963.36357986927;65321.04370093346;18058.673807039857]
30,10,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{},[-52075.73998850584;61000.31093645096;-8839.102144166827]
30,1,Interact with pup,Sand Area,Adult,{7},{3;5;7;2},[-37240.13741811365;65825.99355898052;20501.435182519257]
30,2,Dig burrow,Sand Area,Adult,{7},{3;1;5;7},[-37116.03463745117;65326.447998046875;15042.554290771484]
30,3,Moving,Sand Area,Adult,{5},{5;1;7;2},[-30911.591963872313;67818.54367417097;18870.65975445509]
30,5,None,Sand Area,Pup,{3},{3;1;7;2},[-31034.971051506698;67462.71020516753;15927.233500912786]
30,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
30,7,None,Sand Area,Pup,{1;2},{3;1;5;2},[-37865.351364299655;65344.50422102958;17975.70144169405]
31,10,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{},[-51811.59848201275;61211.78520321846;-8501.562556095421]
31,11,Moving,Sand Area,Adult,{},{1;7;2},[-42988.55441772938;64223.484261870384;19938.967260986567]
31,0,Interact with pup,Sand Area,Adult,{5},{5;7;2},[-32792.037905573845;66650.51823925972;14022.001410543919]
31,1,Moving,Sand Area,Adult,{},{11;7;2},[-37370.6744569242;65982.6829636991;22373.078508891165]
31,2,Dig burrow,Sand Area,Adult,{7},{0;5;7;11;1},[-38029.36622519791;65075.34907408059;15534.839733947068]
31,5,None,Sand Area,Pup,{0},{0;7;2},[-30859.887000374496;67521.07315576077;15848.1693065539]
31,6,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17697.05261670053;64981.93559969962;-32786.876970823854]
31,7,None,Sand Area,Pup,{2},{0;5;2;11;1},[-38051.50284940004;65298.1755887568;18058.682891488075]
