Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
30,5,None,Sand Area,Pup,{3},{3;1;7;2}
30,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
30,7,None,Sand Area,Pup,{1;2},{3;1;5;2}
31,10,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{}
31,11,Moving,Sand Area,Adult,{},{1;7;2}
31,0,Interact with pup,Sand Area,Adult,{5},{7;5;2}
31,1,Moving,Sand Area,Adult,{},{7;11;2}
31,2,Dig burrow,Sand Area,Adult,{7},{1;7;5;0;11}
31,5,None,Sand Area,Pup,{0},{7;0;2}
31,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
31,7,None,Sand Area,Pup,{2},{1;5;0;11;2}
32,10,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{}
32,11,Low sitting/standing (stationary),Sand Area,Adult,{},{7;2}
32,1,Moving,Sand Area,Adult,{},{3;7;5;2}
32,2,Dig burrow,Sand Area,Adult,{7},{1;5;3;7;11}
32,3,Dig burrow,Sand Area,Adult,{7},{1;7;2}
32,5,None,Sand Area,Pup,{},{1;2}
32,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
32,7,None,Sand Area,Pup,{3;2},{3;1;11;2}
33,10,Moving,Left Sticks Area,Adult,{},{}
33,11,Moving,Sand Area,Adult,{},{2}
33,0,Interact with pup,Sand Area,Adult,{5},{1;5;3;7;2}
33,1,Moving,Sand Area,Adult,{5},{5;0}
33,2,Dig burrow,Sand Area,Adult,{},{5;3;0;7;11}
33,3,Moving,Sand Area,Adult,{7},{7;0;2}
33,5,None,Sand Area,Pup,{1;0},{1;0;2}
33,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
33,7,None,Sand Area,Pup,{3},{3;0;2}
34,10,High sitting/standing (Vigilant),Around Mound,Adult,{},{}
34,0,Low sitting/standing (stationary),Sand Area,Adult,{1;5},{3;1;5;2}
34,1,Dig burrow,Sand Area,Adult,{5;0},{5;0;2}
34,2,Interact with pup,Sand Area,Adult,{},{3;1;0;5}
34,3,Moving,Sand Area,Adult,{},{5;7;0;2}
34,5,None,Sand Area,Pup,{1;0},{3;1;0;2}
34,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
34,7,None,Sand Area,Pup,{},{3}
35,10,High sitting/standing (Vigilant),Around Mound,Adult,{},{}
35,11,Moving,Sand Area,Adult,{},{1}
35,1,Moving,Sand Area,Adult,{},{5;11}
35,2,Moving,Sand Area,Adult,{7},{3;7;5}
35,3,Moving,Sand Area,Adult,{5},{5;2}
35,5,None,Sand Area,Pup,{3},{3;1;2}
35,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
35,7,None,Sand Area,Pup,{2},{2}
36,10,Moving,Around Mound,Adult,{},{}
36,1,Moving,Sand Area,Adult,{},{7;5;2}
36,2,Interact with pup,Sand Area,Adult,{7},{1;7}
36,3,Moving,Sand Area,Adult,{},{5}
36,5,None,Sand Area,Pup,{},{3;1}
36,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
36,7,None,Sand Area,Pup,{2},{1;2}
37,10,Moving,Around Mound,Adult,{},{}
37,11,Low sitting/standing (stationary),Sand Area,Adult,{},{5;0}
37,0,Interact with pup,Sand Area,Adult,{5},{3;5;11}
37,1,Interact with pup,Sand Area,Adult,{7;2},{7;2}
37,2,Interact with pup,Sand Area,Adult,{1},{3;1;5;7}
37,3,Moving,Sand Area,Adult,{5},{5;0;2}
37,5,None,Sand Area,Pup,{3;0},{3;0;11;2}
37,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
37,7,None,Sand Area,Pup,{1},{1;2}
38,10,Dig burrow,Around Mound,Adult,{},{}
38,11,High sitting/standing (Vigilant),Sand Area,Adult,{},{0}
38,0,Interact with pup,Sand Area,Adult,{5},{5;11}
38,3,Interact with pup,Sand Area,Adult,{7},{7}
38,5,None,Sand Area,Pup,{0},{0}
38,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
38,7,None,Sand Area,Pup,{3},{3}
39,10,Dig burrow,Around Mound,Adult,{},{}
39,11,High sitting/standing (Vigilant),Sand Area,Adult,{},{5}
39,0,Interact with pup,Sand Area,Adult,{5},{3;5}
39,3,Interact with pup,Sand Area,Adult,{},{7;0}
39,5,None,Sand Area,Pup,{0},{0;11}
39,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
39,7,None,Sand Area,Pup,{},{3}
40,11,High sitting/standing (Vigilant),Sand Area,Adult,{},{5}
40,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{5}
40,2,Moving,Sand Area,Adult,{},{3;7}
40,3,Interact with pup,Sand Area,Adult,{},{7;2}
40,5,None,Sand Area,Pup,{},{0;11}
40,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
40,7,None,Sand Area,Pup,{},{3;2}
41,11,Interact with pup,Sand Area,Adult,{},{5;0}
41,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{5;11}
41,2,Moving,Sand Area,Adult,{},{3;7}
41,3,Low sitting/standing (stationary),Sand Area,Adult,{},{7;2}
41,5,None,Sand Area,Pup,{},{0;11}
41,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
41,7,None,Sand Area,Pup,{},{3;2}
42,11,Moving,Sand Area,Adult,{},{5}
42,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{5}
42,2,Moving,Sand Area,Adult,{},{3;7}
42,3,Low sitting/standing (stationary),Sand Area,Adult,{},{7;2}
42,5,None,Sand Area,Pup,{},{0;11}
42,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
42,7,None,Sand Area,Pup,{},{3;2}
43,10,Moving,Sand Area,Adult,{},{0}
43,11,Moving,Sand Area,Adult,{},{5;0}
43,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{10;5;11}
43,2,Interact with pup,Sand Area,Adult,{3},{3;7}
43,3,Low sitting/standing (stationary),Sand Area,Adult,{2},{7;2}
43,5,None,Sand Area,Pup,{},{0;11}
43,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
43,7,None,Sand Area,Pup,{},{3;2}
44,10,Moving,Sand Area,Adult,{},{}
44,0,High sitting/standing (Vigilant),Sand Area,Adult,{},{5}
44,2,Interact with pup,Sand Area,Adult,{7},{3;7}
44,3,Moving,Sand Area,Adult,{},{2}
44,5,None,Sand Area,Pup,{},{0}
44,6,Raised Guarding (Vigilant),Mound,Adult,{},{}
44,7,None,Sand Area,Pup,{2},{2}
45,10,Moving,Sand Area,Adult,{},{}
45,11,Low sitting/standing (stationary),Sand Area,Adult,{5;0},{5;0}
45,0,Interact with pup,Sand Area,Adult,{5;11},{3;5;11}
45,2,Interact with pup,Sand Area,Adult,{},{3;7}
45,3,Interact with pup,Sand Area,Adult,{},{5;0;2}
45,5,None,Sand Area,Pup,{0;11},{3;0;11}
45,6,Low sitting/standing (stationary),Mound,Adult,{},{}
45,7,None,Sand Area,Pup,{},{2}
46,10,Moving,Around Mound,Adult,{},{}
46,11,Moving,Around Mound,Adult,{},{}
46,1,Carry pup,Sand Area,Adult,{},{3;7;2}
46,2,Moving,Sand Area,Adult,{},{1;7}
46,3,High sitting/standing (Vigilant),Sand Area,Adult,{},{1;5}
46,5,None,Sand Area,Pup,{},{3}
46,6,Moving,Mound,Adult,{},{}
46,7,None,Sand Area,Pup,{},{1;2}
47,10,Moving,Left Sticks Area,Adult,{},{}
47,11,Moving,Around Mound,Adult,{},{}
47,1,Carry pup,Sand Area,Adult,{},{3;7}
47,2,Moving,Sand Area,Adult,{7},{7}
47,3,High sitting/standing (Vigilant),Sand Area,Adult,{},{1;5}
47,5,None,Sand Area,Pup,{},{3}
47,6,Moving,Mound,Adult,{},{}
47,7,None,Sand Area,Pup,{2},{1;2}
48,11,Moving,Around Mound,Adult,{},{7}
48,0,Dig burrow,Sand Area,Adult,{5},{5;2}
48,1,Carry pup,Sand Area,Adult,{2},{2}
48,2,Moving,Sand Area,Adult,{1},{3;1;0;5}
48,3,Moving,Sand Area,Adult,{},{2}
48,5,None,Sand Area,Pup,{0},{0;2}
48,6,Moving,Mound,Adult,{},{}
48,7,None,Around Mound,Pup,{},{11}
49,0,Dig burrow,Sand Area,Adult,{5},{5;2}
49,1,Carry pup,Sand Area,Adult,{},{7}
49,2,Moving,Sand Area,Adult,{},{5;0}
49,5,None,Sand Area,Pup,{0},{0;2}
49,6,Moving,Around Mound,Adult,{},{}
49,7,None,Left Sticks Area,Pup,{},{1}
50,10,Moving,Around Mound,Adult,{},{}
50,11,Moving,Around Mound,Adult,{},{1;7}
50,0,Interact with pup,Sand Area,Adult,{5},{5;2}
50,1,Carry pup,Sand Area,Adult,{},{7;11}
50,2,Moving,Sand Area,Adult,{},{5;0}
50,5,None,Sand Area,Pup,{0},{0;2}
50,6,Moving,Around Mound,Adult,{},{}
50,7,None,Left Sticks Area,Pup,{},{1;11}
51,11,Low sitting/standing (stationary),Around Mound,Adult,{7},{1;7}
51,12,Moving,Sand Area,Adult,{},{}
51,0,Dig burrow,Sand Area,Adult,{},{6;5}
51,1,Interact with pup,Sand Area,Adult,{},{7;11}
51,2,Interact with pup,Sand Area,Adult,{},{5}
51,5,None,Sand Area,Pup,{},{0;2}
51,6,Moving,Around Mound,Adult,{},{0}
51,7,None,Around Mound,Pup,{11},{1;11}
52,11,Interact with pup,Around Mound,Adult,{7},{1;7}
52,12,Moving,Sand Area,Adult,{},{}
52,0,Moving,Sand Area,Adult,{},{6;5}
52,1,Moving,Sand Area,Adult,{},{7;11}
52,2,Interact with pup,Sand Area,Adult,{},{5}
52,5,None,Sand Area,Pup,{},{0;2}
52,6,Moving,Sand Area,Adult,{},{0}
52,7,None,Around Mound,Pup,{11},{1;11}
53,11,Moving,Around Mound,Adult,{7},{1;12;7}
53,12,Moving,Around Mound,Adult,{1},{1;7;11}
53,0,Moving,Around Mound,Adult,{},{}
53,1,Moving,Sand Area,Adult,{12},{12;7;11}
53,2,Moving,Sand Area,Adult,{},{5}
53,5,None,Sand Area,Pup,{6},{6;2}
53,6,Interact with pup,Sand Area,Adult,{5},{5}
53,7,None,Around Mound,Pup,{11},{1;12;11}
54,11,High sitting/standing (Vigilant),Around Mound,Adult,{12;7},{12;7}
54,12,Interact with pup,Around Mound,Adult,{7;11},{7;11}
54,0,Moving,Around Mound,Adult,{},{1}
54,1,Moving,Sand Area,Adult,{},{0}
54,2,Interact with pup,Sand Area,Adult,{},{5}
54,5,None,Sand Area,Pup,{6},{6;2}
54,6,Interact with pup,Sand Area,Adult,{5},{5}
54,7,None,Around Mound,Pup,{12;11},{12;11}
55,11,High sitting/standing (Vigilant),Around Mound,Adult,{12;7},{7;12;0}
55,12,Low sitting/standing (stationary),Around Mound,Adult,{7;11},{7;0;11}
55,0,Moving,Around Mound,Adult,{},{12;7;11}
55,1,Moving,Sand Area,Adult,{},{2}
55,2,Moving,Sand Area,Adult,{},{1;5}
55,5,None,Sand Area,Pup,{6},{6;2}
55,6,Interact with pup,Sand Area,Adult,{5},{5}
55,7,None,Around Mound,Pup,{12;11},{12;0;11}
56,11,High sitting/standing (Vigilant),Around Mound,Adult,{12;7},{7;12;0}
56,12,Low sitting/standing (stationary),Sand Area,Adult,{7;0;11},{7;0;11}
56,0,Interact with pup,Around Mound,Adult,{12;7},{12;7;11}
56,1,Low sitting/standing (stationary),Sand Area,Adult,{},{2}
56,2,Moving,Sand Area,Adult,{},{1;5}
56,5,None,Sand Area,Pup,{6},{6;2}
56,6,Interact with pup,Sand Area,Adult,{5},{5}
56,7,None,Around Mound,Pup,{12;0;11},{12;0;11}
57,11,High sitting/standing (Vigilant),Around Mound,Adult,{12;7},{7;12;0}
57,12,Low sitting/standing (stationary),Sand Area,Adult,{7;0;11},{7;0;11}
57,0,Interact with pup,Around Mound,Adult,{12;7},{12;7;11}
57,1,Interact with pup,Sand Area,Adult,{},{5}
57,2,Moving,Sand Area,Adult,{},{}
57,5,None,Sand Area,Pup,{6},{6;1}
57,6,Interact with pup,Sand Area,Adult,{5},{5}
57,7,None,Around Mound,Pup,{12;0;11},{12;0;11}
58,11,Moving,Around Mound,Adult,{7},{12;7}
58,12,High sitting/standing (Vigilant),Sand Area,Adult,{7},{7;0;11;2}
58,0,Moving,Around Mound,Adult,{2},{12;7;2}
58,1,Interact with pup,Sand Area,Adult,{},{5}
58,2,Moving,Around Mound,Adult,{0},{7;12;0}
58,5,None,Sand Area,Pup,{},{6;1}
58,6,Interact with pup,Sand Area,Adult,{},{5}
58,7,None,Around Mound,Pup,{12;11},{12;0;11;2}
59,11,Moving,Around Mound,Adult,{7},{12;7;2}
59,12,Moving,Around Mound,Adult,{7;2},{7;0;11;2}
59,13,Moving,Sand Area,Adult,{},{}
59,0,Dig burrow,Sand Area,Adult,{},{12}
59,1,Interact with pup,Sand Area,Adult,{5},{5}
59,2,Moving,Around Mound,Adult,{12;7},{12;7;11}
59,5,None,Sand Area,Pup,{1},{6;1}
59,6,Low sitting/standing (stationary),Sand Area,Adult,{},{5}
59,7,None,Around Mound,Pup,{12;11;2},{12;11;2}
60,11,Moving,Left Sticks Area,Adult,{7},{7;2}
60,12,Moving,Around Mound,Adult,{},{5;0}
60,13,Moving,Sand Area,Adult,{},{}
60,0,Moving,Sand Area,Adult,{},{12}
60,1,Carry pup,Sand Area,Adult,{},{6}
60,2,Moving,Mound,Adult,{},{7;11}
60,5,None,Around Mound,Pup,{},{12}
60,6,Moving,Sand Area,Adult,{},{1}
60,7,None,Around Mound,Pup,{11},{11;2}
61,11,Low sitting/standing (stationary),Left Sticks Area,Adult,{7},{7}
61,12,Interact with pup,Around Mound,Adult,{1},{5;1;0}
