Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
57,0,Foraging,Foraging,Adult,{1},{1}
57,1,Foraging,Foraging,Adult,{0},{0}
57,3,Lying/resting (stationary),Background,Adult,{},{}
58,5,Lying/resting (stationary),Background,Adult,{},{}
58,0,Foraging,Foraging,Adult,{1},{1}
58,1,Foraging,Foraging,Adult,{0},{0}
58,3,Lying/resting (stationary),Background,Adult,{},{}
59,5,Lying/resting (stationary),Background,Adult,{},{}
59,0,Foraging,Foraging,Adult,{1},{1}
59,1,Foraging,Foraging,Adult,{0},{0}
59,3,Lying/resting (stationary),Background,Adult,{},{}
60,5,Lying/resting (stationary),Background,Adult,{},{}
60,0,Foraging,Foraging,Adult,{1},{1}
60,1,Foraging,Foraging,Adult,{0},{0}
60,3,Lying/resting (stationary),Background,Adult,{},{}
61,5,Lying/resting (stationary),Background,Adult,{},{}
61,0,Foraging,Foraging,Adult,{1},{1}
61,1,Foraging,Foraging,Adult,{0},{0}
61,3,Lying/resting (stationary),Background,Adult,{},{}
62,5,Lying/resting (stationary),Background,Adult,{},{}
62,0,Foraging,Foraging,Adult,{1},{1}
62,1,Foraging,Foraging,Adult,{0},{0}
62,3,Lying/resting (stationary),Background,Adult,{},{}
63,5,Lying/resting (stationary),Background,Adult,{},{}
63,0,Foraging,Foraging,Adult,{1},{1}
63,1,Foraging,Foraging,Adult,{0},{0}
63,3,Lying/resting (stationary),Background,Adult,{},{}
64,5,Lying/resting (stationary),Background,Adult,{},{}
64,0,Foraging,Foraging,Adult,{1},{1}
64,1,Foraging,Foraging,Adult,{0},{0}
64,3,Lying/resting (stationary),Background,Adult,{},{}
65,5,Lying/resting (stationary),Background,Adult,{},{}
65,0,Foraging,Foraging,Adult,{1},{1}
65,1,Foraging,Foraging,Adult,{0},{0}
65,3,Lying/resting (stationary),Background,Adult,{},{}
66,5,Lying/resting (stationary),Background,Adult,{},{}
66,0,Foraging,Foraging,Adult,{1},{1}
66,1,Foraging,Foraging,Adult,{0},{0}
66,3,Lying/resting (stationary),Background,Adult,{},{}
67,5,Lying/resting (stationary),Background,Adult,{},{}
67,0,Foraging,Foraging,Adult,{1},{1}
67,1,Foraging,Foraging,Adult,{0},{0}
67,3,Lying/resting (stationary),Background,Adult,{},{}
68,5,Lying/resting (stationary),Background,Adult,{},{}
68,0,Foraging,Foraging,Adult,{1},{1}
68,1,Foraging,Foraging,Adult,{0},{0}
68,3,Lying/resting (stationary),Background,Adult,{},{}
69,5,Lying/resting (stationary),Background,Adult,{},{}
69,0,Foraging,Foraging,Adult,{},{}
69,1,Foraging,Waiting Area,Adult,{},{}
69,3,Lying/resting (stationary),Background,Adult,{},{}
70,5,Moving,Background,Adult,{},{}
70,0,Foraging,Foraging,Adult,{},{}
70,1,Foraging,Waiting Area,Adult,{},{}
70,3,Lying/resting (stationary),Background,Adult,{},{}
71,0,Foraging,Foraging,Adult,{},{}
71,1,Moving,Waiting Area,Adult,{},{}
71,3,Lying/resting (stationary),Background,Adult,{},{}
72,0,Foraging,Foraging,Adult,{},{}
72,3,Lying/resting (stationary),Background,Adult,{},{}
73,0,Foraging,Foraging,Adult,{},{}
73,3,Lying/resting (stationary),Background,Adult,{},{}
74,0,Foraging,Foraging,Adult,{},{}
74,3,Lying/resting (stationary),Background,Adult,{},{}
75,0,Foraging,Foraging,Adult,{},{}
75,3,Lying/resting (stationary),Background,Adult,{},{}
76,0,Foraging,Foraging,Adult,{},{}
76,3,Lying/resting (stationary),Background,Adult,{},{}
77,0,Foraging,Foraging,Adult,{},{}
77,3,Lying/resting (stationary),Background,Adult,{},{}
78,0,Foraging,Foraging,Adult,{},{}
78,3,Lying/resting (stationary),Background,Adult,{},{}
79,0,Foraging,Foraging,Adult,{},{}
79,3,Lying/resting (stationary),Background,Adult,{},{}
80,0,Foraging,Foraging,Adult,{},{}
80,3,Lying/resting (stationary),Background,Adult,{},{}
81,0,Foraging,Foraging,Adult,{},{}
81,3,Lying/resting (stationary),Background,Adult,{},{}
82,0,Foraging,Foraging,Adult,{},{}
82,3,Lying/resting (stationary),Background,Adult,{},{}
83,0,Foraging,Foraging,Adult,{},{}
83,3,Lying/resting (stationary),Background,Adult,{},{}
84,0,Foraging,Foraging,Adult,{},{}
84,3,Lying/resting (stationary),Background,Adult,{},{}
85,0,Foraging,Foraging,Adult,{},{}
85,3,Lying/resting (stationary),Background,Adult,{},{}
86,0,Foraging,Foraging,Adult,{},{}
86,3,Lying/resting (stationary),Background,Adult,{},{}
87,0,Foraging,Foraging,Adult,{},{}
87,3,Lying/resting (stationary),Background,Adult,{},{}
88,0,Foraging,Foraging,Adult,{},{}
88,3,Lying/resting (stationary),Background,Adult,{},{}
89,0,Foraging,Foraging,Adult,{},{}
89,3,Lying/resting (stationary),Background,Adult,{},{}
90,0,Foraging,Foraging,Adult,{},{}
90,3,Lying/resting (stationary),Background,Adult,{},{}
91,0,Foraging,Foraging,Adult,{},{}
91,3,Lying/resting (stationary),Background,Adult,{},{}
92,0,Foraging,Foraging,Adult,{},{}
92,3,Lying/resting (stationary),Background,Adult,{},{}
93,6,Moving,Foraging,Adult,{},{0}
93,0,Foraging,Foraging,Adult,{},{6}
93,3,Lying/resting (stationary),Background,Adult,{},{}
94,6,Moving,Foraging,Adult,{},{0}
94,0,Foraging,Foraging,Adult,{},{6}
94,3,Lying/resting (stationary),Background,Adult,{},{}
95,6,Moving,Foraging,Adult,{0},{0}
95,0,Foraging,Foraging,Adult,{6},{6}
95,3,Lying/resting (stationary),Background,Adult,{},{}
96,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
96,0,Foraging,Foraging,Adult,{6},{6}
96,3,Lying/resting (stationary),Background,Adult,{},{}
97,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
97,0,Foraging,Foraging,Adult,{6},{6}
97,3,Lying/resting (stationary),Background,Adult,{},{}
98,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
98,0,Foraging,Foraging,Adult,{6},{6}
98,3,Lying/resting (stationary),Background,Adult,{},{}
99,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
99,0,Foraging,Foraging,Adult,{6},{6}
99,3,Lying/resting (stationary),Background,Adult,{},{}
100,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
100,0,Foraging,Foraging,Adult,{6},{6}
100,3,Lying/resting (stationary),Background,Adult,{},{}
101,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
101,0,Foraging,Foraging,Adult,{6},{6}
101,3,Lying/resting (stationary),Background,Adult,{},{}
102,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
102,0,Foraging,Foraging,Adult,{6},{6}
102,1,Foraging,Waiting Area,Adult,{},{}
102,3,Lying/resting (stationary),Background,Adult,{},{}
103,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
103,0,Foraging,Foraging,Adult,{6},{6}
103,1,Foraging,Waiting Area,Adult,{},{}
103,3,Lying/resting (stationary),Background,Adult,{},{}
104,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
104,0,Foraging,Foraging,Adult,{6},{6}
104,1,Foraging,Waiting Area,Adult,{},{}
104,3,Lying/resting (stationary),Background,Adult,{},{}
105,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
105,0,Foraging,Foraging,Adult,{6},{6}
105,1,Moving,Waiting Area,Adult,{},{}
105,3,Lying/resting (stationary),Background,Adult,{},{}
106,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
106,0,Foraging,Foraging,Adult,{6},{6}
106,1,Moving,Waiting Area,Adult,{},{}
106,3,Lying/resting (stationary),Background,Adult,{},{}
107,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
107,0,Foraging,Foraging,Adult,{6},{6}
107,1,Moving,Waiting Area,Adult,{},{}
107,3,Lying/resting (stationary),Background,Adult,{},{}
108,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
108,0,Foraging,Foraging,Adult,{6},{6}
108,1,Moving,Waiting Area,Adult,{},{}
108,3,Lying/resting (stationary),Background,Adult,{},{}
109,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
109,0,Foraging,Foraging,Adult,{6},{6}
109,1,Moving,Waiting Area,Adult,{},{}
109,3,Lying/resting (stationary),Background,Adult,{},{}
110,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
110,0,Foraging,Foraging,Adult,{6},{6}
110,1,Moving,Waiting Area,Adult,{},{}
110,3,Lying/resting (stationary),Background,Adult,{},{}
111,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
111,0,Foraging,Foraging,Adult,{6},{6}
111,1,Dig burrow,Waiting Area,Adult,{},{}
111,3,Lying/resting (stationary),Background,Adult,{},{}
112,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
112,0,Foraging,Foraging,Adult,{6},{6}
112,1,Dig burrow,Waiting Area,Adult,{},{}
112,3,Lying/resting (stationary),Background,Adult,{},{}
113,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
113,0,Foraging,Foraging,Adult,{6},{6}
113,1,Dig burrow,Waiting Area,Adult,{},{}
113,3,Lying/resting (stationary),Background,Adult,{},{}
114,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
114,0,Foraging,Foraging,Adult,{6},{6}
114,3,Lying/resting (stationary),Background,Adult,{},{}
115,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
115,0,Foraging,Foraging,Adult,{6},{6}
115,3,Lying/resting (stationary),Background,Adult,{},{}
116,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
116,0,Foraging,Foraging,Adult,{6},{6}
116,3,Lying/resting (stationary),Background,Adult,{},{}
117,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
117,0,Foraging,Foraging,Adult,{6},{6}
117,1,Moving,Waiting Area,Adult,{},{}
117,3,Lying/resting (stationary),Background,Adult,{},{}
118,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
118,0,Foraging,Foraging,Adult,{6},{6}
118,1,Moving,Waiting Area,Adult,{},{}
118,3,Lying/resting (stationary),Background,Adult,{},{}
119,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
119,0,Foraging,Foraging,Adult,{6},{6}
119,3,Lying/resting (stationary),Background,Adult,{},{}
120,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
120,0,Foraging,Foraging,Adult,{6},{6}
120,1,Moving,Background,Adult,{},{}
120,3,Lying/resting (stationary),Background,Adult,{},{}
121,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
121,0,Foraging,Foraging,Adult,{6},{6}
121,3,Lying/resting (stationary),Background,Adult,{},{}
122,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
122,0,Foraging,Foraging,Adult,{6},{6}
122,3,Lying/resting (stationary),Background,Adult,{},{}
123,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
123,0,Foraging,Foraging,Adult,{6},{6}
123,3,Lying/resting (stationary),Background,Adult,{},{}
124,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
124,0,Foraging,Foraging,Adult,{6},{6}
124,3,Lying/resting (stationary),Background,Adult,{},{}
125,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
125,0,Foraging,Foraging,Adult,{6},{6}
125,3,Lying/resting (stationary),Background,Adult,{},{}
126,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
126,0,Foraging,Foraging,Adult,{6},{6}
126,3,Lying/resting (stationary),Background,Adult,{},{}
127,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
127,0,Foraging,Foraging,Adult,{6},{6}
127,3,Lying/resting (stationary),Background,Adult,{},{}
128,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
128,0,Foraging,Foraging,Adult,{6},{6}
128,3,Lying/resting (stationary),Background,Adult,{},{}
129,6,Lying/resting (stationary),Foraging,Adult,{},{0}
129,0,Foraging,Foraging,Adult,{},{6}
129,3,Lying/resting (stationary),Background,Adult,{},{}
130,6,Lying/resting (stationary),Foraging,Adult,{},{0}
130,0,Foraging,Foraging,Adult,{},{6}
130,3,Lying/resting (stationary),Background,Adult,{},{}
131,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
131,0,Foraging,Foraging,Adult,{6},{6}
131,3,Lying/resting (stationary),Background,Adult,{},{}
132,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
132,0,Foraging,Foraging,Adult,{6},{6}
132,3,Lying/resting (stationary),Background,Adult,{},{}
133,6,Lying/resting (stationary),Foraging,Adult,{},{0}
133,0,Foraging,Foraging,Adult,{},{6}
133,3,Lying/resting (stationary),Background,Adult,{},{}
134,6,Lying/resting (stationary),Foraging,Adult,{},{0}
134,0,Foraging,Foraging,Adult,{},{6}
134,3,Lying/resting (stationary),Background,Adult,{},{}
135,6,Lying/resting (stationary),Foraging,Adult,{},{0}
135,0,Foraging,Foraging,Adult,{},{6}
135,3,Lying/resting (stationary),Background,Adult,{},{}
136,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
136,0,Foraging,Foraging,Adult,{6},{6}
136,3,Lying/resting (stationary),Background,Adult,{},{}
137,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
137,0,Foraging,Foraging,Adult,{6},{6}
137,3,Lying/resting (stationary),Background,Adult,{},{}
138,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
138,0,Foraging,Foraging,Adult,{6},{6}
138,3,Lying/resting (stationary),Background,Adult,{},{}
139,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
139,0,Foraging,Foraging,Adult,{6},{6}
139,3,Lying/resting (stationary),Background,Adult,{},{}
140,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
140,0,Foraging,Foraging,Adult,{6},{6}
140,3,Lying/resting (stationary),Background,Adult,{},{}
141,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
141,0,Foraging,Foraging,Adult,{6},{6}
141,3,Lying/resting (stationary),Background,Adult,{},{}
142,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
142,0,Foraging,Foraging,Adult,{6},{6}
142,3,Lying/resting (stationary),Background,Adult,{},{}
143,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
143,0,Foraging,Foraging,Adult,{6},{6}
143,3,Lying/resting (stationary),Background,Adult,{},{}
144,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
144,0,Foraging,Foraging,Adult,{6},{6}
144,3,Lying/resting (stationary),Background,Adult,{},{}
145,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
145,0,Foraging,Foraging,Adult,{6},{6}
145,3,Lying/resting (stationary),Background,Adult,{},{}
146,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
146,0,Foraging,Foraging,Adult,{6},{6}
146,3,Lying/resting (stationary),Background,Adult,{},{}
147,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
147,0,Foraging,Foraging,Adult,{6},{6}
147,3,Lying/resting (stationary),Background,Adult,{},{}
148,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
148,0,Foraging,Foraging,Adult,{6},{6}
148,3,Lying/resting (stationary),Background,Adult,{},{}
149,6,Lying/resting (stationary),Foraging,Adult,{},{0}
149,0,Foraging,Foraging,Adult,{},{6}
149,3,Lying/resting (stationary),Background,Adult,{},{}
150,6,Lying/resting (stationary),Foraging,Adult,{},{0}
150,0,Foraging,Foraging,Adult,{},{6}
150,3,Lying/resting (stationary),Background,Adult,{},{}
151,6,Lying/resting (stationary),Foraging,Adult,{},{0}
151,0,Foraging,Foraging,Adult,{},{6}
151,3,Lying/resting (stationary),Background,Adult,{},{}
152,6,Lying/resting (stationary),Foraging,Adult,{},{0}
152,0,Foraging,Foraging,Adult,{},{6}
152,3,Lying/resting (stationary),Background,Adult,{},{}
153,6,Lying/resting (stationary),Foraging,Adult,{},{0}
153,0,Foraging,Foraging,Adult,{},{6}
153,3,Lying/resting (stationary),Background,Adult,{},{}
154,6,Lying/resting (stationary),Foraging,Adult,{},{0}
154,0,Foraging,Foraging,Adult,{},{6}
154,3,Lying/resting (stationary),Background,Adult,{},{}
155,6,Lying/resting (stationary),Foraging,Adult,{},{0}
155,0,Foraging,Foraging,Adult,{},{6}
155,3,Lying/resting (stationary),Background,Adult,{},{}
156,6,Lying/resting (stationary),Foraging,Adult,{},{0}
156,0,Foraging,Foraging,Adult,{},{6}
156,3,Lying/resting (stationary),Background,Adult,{},{}
157,6,Lying/resting (stationary),Foraging,Adult,{},{0}
157,0,Foraging,Foraging,Adult,{},{6}
157,3,Lying/resting (stationary),Background,Adult,{},{}
158,6,Lying/resting (stationary),Foraging,Adult,{},{0}
158,0,Foraging,Foraging,Adult,{},{6}
158,3,Lying/resting (stationary),Background,Adult,{},{}
159,6,Lying/resting (stationary),Foraging,Adult,{},{0}
159,0,Foraging,Foraging,Adult,{},{6}
159,3,Lying/resting (stationary),Background,Adult,{},{}
160,6,Lying/resting (stationary),Foraging,Adult,{},{0}
160,0,Foraging,Foraging,Adult,{},{6}
160,3,Lying/resting (stationary),Background,Adult,{},{}
161,6,Lying/resting (stationary),Foraging,Adult,{},{0}
161,0,Foraging,Foraging,Adult,{},{6}
161,3,Lying/resting (stationary),Background,Adult,{},{}
162,6,Lying/resting (stationary),Foraging,Adult,{},{0}
162,0,Foraging,Foraging,Adult,{},{6}
162,3,Lying/resting (stationary),Background,Adult,{},{}
163,6,Lying/resting (stationary),Foraging,Adult,{},{0}
163,0,Foraging,Foraging,Adult,{},{6}
163,3,Lying/resting (stationary),Background,Adult,{},{}
164,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
164,0,Moving,Foraging,Adult,{6},{6}
164,3,Lying/resting (stationary),Background,Adult,{},{}
165,6,Lying/resting (stationary),Foraging,Adult,{0},{0}
165,0,Moving,Foraging,Adult,{6},{6}
165,3,Lying/resting (stationary),Background,Adult,{},{}
166,0,Moving,Foraging,Adult,{},{}
166,3,Lying/resting (stationary),Background,Adult,{},{}
167,0,Moving,Foraging,Adult,{},{}
167,3,Lying/resting (stationary),Background,Adult,{},{}
168,0,Moving,Foraging,Adult,{},{}
168,3,Lying/resting (stationary),Background,Adult,{},{}
